v_supply	V(v_batteries)	V(vout_batt)	V(n001)	V(n002)	I(C1)	I(C2)	I(C_adc)	I(R1)	I(R2)	I(R_adc)	I(V1)	Ix(U1:In+)	Ix(U1:In-)	Ix(U1:OUT)	Ix(U1:V+)	Ix(U1:V-)
8.919999999999986e+00	8.920000e+00	5.703752e-01	7.414877e+00	5.703752e-01	-8.920000e-17	8.920000e-19	5.703752e-20	-5.703752e-05	-5.703752e-05	-5.662137e-20	-2.965414e-04	9.797717e-12	-3.927664e-08	-5.699823e-05	2.965414e-04	-3.041132e-04
9.019999999999985e+00	9.020000e+00	5.780669e-01	7.514870e+00	5.780669e-01	-9.020000e-17	9.020000e-19	5.780669e-20	-5.780669e-05	-5.780669e-05	-5.773160e-20	-2.998430e-04	9.897738e-12	-3.926654e-08	-5.776741e-05	2.998430e-04	-3.074099e-04
9.119999999999985e+00	9.120000e+00	5.857586e-01	7.614862e+00	5.857586e-01	-9.120000e-17	9.120000e-19	5.857586e-20	-5.857586e-05	-5.857586e-05	-5.884182e-20	-3.031446e-04	9.997760e-12	-3.925645e-08	-5.853659e-05	3.031446e-04	-3.107067e-04
9.219999999999985e+00	9.220000e+00	5.934504e-01	7.714854e+00	5.934504e-01	-9.220000e-17	9.220000e-19	5.934503e-20	-5.934503e-05	-5.934503e-05	-5.884182e-20	-3.064461e-04	1.009778e-11	-3.924635e-08	-5.930577e-05	3.064461e-04	-3.140034e-04
9.319999999999984e+00	9.320000e+00	6.011420e-01	7.814847e+00	6.011420e-01	-9.320000e-17	9.320000e-19	6.011421e-20	-6.011421e-05	-6.011421e-05	-5.995204e-20	-3.097477e-04	1.019780e-11	-3.923625e-08	-6.007496e-05	3.097477e-04	-3.173001e-04
9.419999999999984e+00	9.420000e+00	6.088338e-01	7.914839e+00	6.088338e-01	-9.420000e-17	9.420000e-19	6.088338e-20	-6.088338e-05	-6.088338e-05	-6.106227e-20	-3.130492e-04	1.029782e-11	-3.922615e-08	-6.084414e-05	3.130492e-04	-3.205969e-04
9.519999999999984e+00	9.520000e+00	6.165255e-01	8.014832e+00	6.165255e-01	-9.520000e-17	9.520000e-19	6.165255e-20	-6.165255e-05	-6.165255e-05	-6.106227e-20	-3.163508e-04	1.039784e-11	-3.921606e-08	-6.161332e-05	3.163508e-04	-3.238936e-04
9.619999999999983e+00	9.620000e+00	6.242172e-01	8.114823e+00	6.242172e-01	-9.620000e-17	9.620000e-19	6.242172e-20	-6.242172e-05	-6.242172e-05	-6.217249e-20	-3.196524e-04	1.049787e-11	-3.920596e-08	-6.238250e-05	3.196523e-04	-3.271904e-04
9.719999999999983e+00	9.720000e+00	6.319089e-01	8.214816e+00	6.319089e-01	-9.720000e-17	9.720000e-19	6.319089e-20	-6.319089e-05	-6.319089e-05	-6.328271e-20	-3.229539e-04	1.059789e-11	-3.919587e-08	-6.315169e-05	3.229539e-04	-3.304871e-04
9.819999999999983e+00	9.820000e+00	6.396006e-01	8.314808e+00	6.396006e-01	-9.820000e-17	9.820000e-19	6.396006e-20	-6.396006e-05	-6.396006e-05	-6.439293e-20	-3.262555e-04	1.069791e-11	-3.918577e-08	-6.392087e-05	3.262555e-04	-3.337839e-04
9.919999999999982e+00	9.920000e+00	6.472923e-01	8.414801e+00	6.472923e-01	-9.920000e-17	9.920000e-19	6.472924e-20	-6.472923e-05	-6.472923e-05	-6.439293e-20	-3.295570e-04	1.079793e-11	-3.917568e-08	-6.469005e-05	3.295570e-04	-3.370806e-04
1.001999999999998e+01	1.002000e+01	6.549841e-01	8.514792e+00	6.549841e-01	-1.002000e-16	1.002000e-18	6.549840e-20	-6.549840e-05	-6.549840e-05	-6.550316e-20	-3.328586e-04	1.089795e-11	-3.916558e-08	-6.545923e-05	3.328586e-04	-3.403774e-04
1.011999999999998e+01	1.012000e+01	6.626757e-01	8.614785e+00	6.626757e-01	-1.012000e-16	1.012000e-18	6.626758e-20	-6.626757e-05	-6.626757e-05	-6.661338e-20	-3.361602e-04	1.099797e-11	-3.915548e-08	-6.622841e-05	3.361602e-04	-3.436741e-04
1.021999999999998e+01	1.022000e+01	6.703675e-01	8.714777e+00	6.703675e-01	-1.022000e-16	1.022000e-18	6.703675e-20	-6.703674e-05	-6.703674e-05	-6.661338e-20	-3.394617e-04	1.109799e-11	-3.914539e-08	-6.699760e-05	3.394617e-04	-3.469708e-04
1.031999999999998e+01	1.032000e+01	6.780592e-01	8.814770e+00	6.780592e-01	-1.032000e-16	1.032000e-18	6.780592e-20	-6.780592e-05	-6.780592e-05	-6.772360e-20	-3.427633e-04	1.119801e-11	-3.913529e-08	-6.776678e-05	3.427633e-04	-3.502676e-04
1.041999999999998e+01	1.042000e+01	6.857509e-01	8.914762e+00	6.857509e-01	-1.042000e-16	1.042000e-18	6.857509e-20	-6.857509e-05	-6.857509e-05	-6.883383e-20	-3.460649e-04	1.129804e-11	-3.912520e-08	-6.853596e-05	3.460648e-04	-3.535643e-04
1.051999999999998e+01	1.052000e+01	6.934426e-01	9.014754e+00	6.934426e-01	-1.052000e-16	1.052000e-18	6.934426e-20	-6.934426e-05	-6.934426e-05	-6.883383e-20	-3.493664e-04	1.139806e-11	-3.911510e-08	-6.930514e-05	3.493664e-04	-3.568611e-04
1.061999999999998e+01	1.062000e+01	7.011343e-01	9.114746e+00	7.011343e-01	-1.062000e-16	1.062000e-18	7.011343e-20	-7.011343e-05	-7.011343e-05	-6.994405e-20	-3.526680e-04	1.149808e-11	-3.910500e-08	-7.007433e-05	3.526680e-04	-3.601578e-04
1.071999999999998e+01	1.072000e+01	7.088261e-01	9.214739e+00	7.088261e-01	-1.072000e-16	1.072000e-18	7.088261e-20	-7.088260e-05	-7.088260e-05	-7.105427e-20	-3.559695e-04	1.159810e-11	-3.909491e-08	-7.084350e-05	3.559695e-04	-3.634545e-04
1.081999999999998e+01	1.082000e+01	7.165177e-01	9.314731e+00	7.165177e-01	-1.082000e-16	1.082000e-18	7.165177e-20	-7.165178e-05	-7.165178e-05	-7.105427e-20	-3.592711e-04	1.169812e-11	-3.908481e-08	-7.161269e-05	3.592711e-04	-3.667513e-04
1.091999999999998e+01	1.092000e+01	7.242095e-01	9.414723e+00	7.242095e-01	-1.092000e-16	1.092000e-18	7.242095e-20	-7.242095e-05	-7.242095e-05	-7.216450e-20	-3.625727e-04	1.179814e-11	-3.907472e-08	-7.238187e-05	3.625726e-04	-3.700480e-04
1.101999999999998e+01	1.102000e+01	7.319012e-01	9.514715e+00	7.319012e-01	-1.102000e-16	1.102000e-18	7.319012e-20	-7.319012e-05	-7.319012e-05	-7.327472e-20	-3.658742e-04	1.189816e-11	-3.906462e-08	-7.315105e-05	3.658742e-04	-3.733448e-04
1.111999999999998e+01	1.112000e+01	7.395929e-01	9.614708e+00	7.395929e-01	-1.112000e-16	1.112000e-18	7.395929e-20	-7.395929e-05	-7.395929e-05	-7.438494e-20	-3.691758e-04	1.199819e-11	-3.905453e-08	-7.392024e-05	3.691758e-04	-3.766415e-04
1.121999999999998e+01	1.122000e+01	7.472846e-01	9.714700e+00	7.472846e-01	-1.122000e-16	1.122000e-18	7.472846e-20	-7.472846e-05	-7.472846e-05	-7.438494e-20	-3.724773e-04	1.209821e-11	-3.904443e-08	-7.468941e-05	3.724773e-04	-3.799383e-04
1.131999999999998e+01	1.132000e+01	7.549763e-01	9.814692e+00	7.549763e-01	-1.132000e-16	1.132000e-18	7.549763e-20	-7.549763e-05	-7.549763e-05	-7.549517e-20	-3.757789e-04	1.219823e-11	-3.903433e-08	-7.545859e-05	3.757789e-04	-3.832350e-04
1.141999999999998e+01	1.142000e+01	7.626680e-01	9.914684e+00	7.626680e-01	-1.142000e-16	1.142000e-18	7.626680e-20	-7.626680e-05	-7.626680e-05	-7.660539e-20	-3.790804e-04	1.229825e-11	-3.902424e-08	-7.622778e-05	3.790804e-04	-3.865318e-04
1.151999999999998e+01	1.152000e+01	7.703598e-01	1.001468e+01	7.703598e-01	-1.152000e-16	1.152000e-18	7.703597e-20	-7.703598e-05	-7.703598e-05	-7.660539e-20	-3.823820e-04	1.239827e-11	-3.901414e-08	-7.699696e-05	3.823820e-04	-3.898285e-04
1.161999999999998e+01	1.162000e+01	7.780514e-01	1.011467e+01	7.780514e-01	-1.162000e-16	1.162000e-18	7.780514e-20	-7.780515e-05	-7.780515e-05	-7.771561e-20	-3.856836e-04	1.249829e-11	-3.900405e-08	-7.776614e-05	3.856836e-04	-3.931252e-04
1.171999999999998e+01	1.172000e+01	7.857432e-01	1.021466e+01	7.857432e-01	-1.172000e-16	1.172000e-18	7.857431e-20	-7.857432e-05	-7.857432e-05	-7.882583e-20	-3.889852e-04	1.259831e-11	-3.899395e-08	-7.853532e-05	3.889851e-04	-3.964220e-04
1.181999999999998e+01	1.182000e+01	7.934349e-01	1.031465e+01	7.934349e-01	-1.182000e-16	1.182000e-18	7.934349e-20	-7.934349e-05	-7.934349e-05	-7.882583e-20	-3.922867e-04	1.269833e-11	-3.898385e-08	-7.930450e-05	3.922867e-04	-3.997187e-04
1.191999999999998e+01	1.192000e+01	8.011266e-01	1.041465e+01	8.011266e-01	-1.192000e-16	1.192000e-18	8.011266e-20	-8.011266e-05	-8.011266e-05	-7.993606e-20	-3.955883e-04	1.279836e-11	-3.897376e-08	-8.007368e-05	3.955883e-04	-4.030155e-04
1.201999999999997e+01	1.202000e+01	8.088184e-01	1.051464e+01	8.088184e-01	-1.202000e-16	1.202000e-18	8.088184e-20	-8.088184e-05	-8.088184e-05	-8.104628e-20	-3.988898e-04	1.289838e-11	-3.896366e-08	-8.084251e-05	3.988898e-04	-4.063122e-04
1.211999999999997e+01	1.212000e+01	8.165101e-01	1.061463e+01	8.165101e-01	-1.212000e-16	1.212000e-18	8.165100e-20	-8.165101e-05	-8.165101e-05	-8.104628e-20	-4.021914e-04	1.299840e-11	-3.895357e-08	-8.161181e-05	4.021914e-04	-4.096089e-04
1.221999999999997e+01	1.222000e+01	8.242018e-01	1.071462e+01	8.242018e-01	-1.222000e-16	1.222000e-18	8.242017e-20	-8.242017e-05	-8.242017e-05	-8.215650e-20	-4.054930e-04	1.309842e-11	-3.894347e-08	-8.238108e-05	4.054929e-04	-4.129057e-04
1.231999999999997e+01	1.232000e+01	8.318934e-01	1.081461e+01	8.318934e-01	-1.232000e-16	1.232000e-18	8.318934e-20	-8.318934e-05	-8.318934e-05	-8.326673e-20	-4.087945e-04	1.319844e-11	-3.893338e-08	-8.315033e-05	4.087945e-04	-4.162024e-04
1.241999999999997e+01	1.242000e+01	8.395851e-01	1.091461e+01	8.395851e-01	-1.242000e-16	1.242000e-18	8.395852e-20	-8.395851e-05	-8.395851e-05	-8.437695e-20	-4.120961e-04	1.329846e-11	-3.892328e-08	-8.391955e-05	4.120961e-04	-4.194992e-04
1.251999999999997e+01	1.252000e+01	8.472768e-01	1.101460e+01	8.472768e-01	-1.252000e-16	1.252000e-18	8.472768e-20	-8.472768e-05	-8.472768e-05	-8.437695e-20	-4.153976e-04	1.339848e-11	-3.891318e-08	-8.468875e-05	4.153976e-04	-4.227959e-04
1.261999999999997e+01	1.262000e+01	8.549685e-01	1.111459e+01	8.549685e-01	-1.262000e-16	1.262000e-18	8.549685e-20	-8.549685e-05	-8.549685e-05	-8.548717e-20	-4.186992e-04	1.349851e-11	-3.890309e-08	-8.545794e-05	4.186992e-04	-4.260927e-04
1.271999999999997e+01	1.272000e+01	8.626602e-01	1.121458e+01	8.626602e-01	-1.272000e-16	1.272000e-18	8.626603e-20	-8.626602e-05	-8.626602e-05	-8.659740e-20	-4.220007e-04	1.359853e-11	-3.889299e-08	-8.622713e-05	4.220007e-04	-4.293894e-04
1.281999999999997e+01	1.282000e+01	8.703520e-01	1.131458e+01	8.703520e-01	-1.282000e-16	1.282000e-18	8.703519e-20	-8.703519e-05	-8.703519e-05	-8.659740e-20	-4.253023e-04	1.369855e-11	-3.888290e-08	-8.699631e-05	4.253023e-04	-4.326862e-04
1.291999999999997e+01	1.292000e+01	8.780437e-01	1.141457e+01	8.780437e-01	-1.292000e-16	1.292000e-18	8.780437e-20	-8.780436e-05	-8.780436e-05	-8.770762e-20	-4.286039e-04	1.379857e-11	-3.887280e-08	-8.776550e-05	4.286039e-04	-4.359829e-04
1.301999999999997e+01	1.302000e+01	8.857355e-01	1.151456e+01	8.857355e-01	-1.302000e-16	1.302000e-18	8.857354e-20	-8.857354e-05	-8.857354e-05	-8.881784e-20	-4.319054e-04	1.389859e-11	-3.886352e-08	-8.853445e-05	4.319054e-04	-4.392796e-04
1.311999999999997e+01	1.312000e+01	8.934271e-01	1.161455e+01	8.934271e-01	-1.312000e-16	1.312000e-18	8.934271e-20	-8.934271e-05	-8.934271e-05	-8.881784e-20	-4.352070e-04	1.399861e-11	-3.885261e-08	-8.930385e-05	4.352070e-04	-4.425764e-04
1.321999999999997e+01	1.322000e+01	9.011188e-01	1.171454e+01	9.011188e-01	-1.322000e-16	1.322000e-18	9.011188e-20	-9.011188e-05	-9.011188e-05	-8.992806e-20	-4.385085e-04	1.409863e-11	-3.884251e-08	-9.007304e-05	4.385085e-04	-4.458731e-04
1.331999999999997e+01	1.332000e+01	9.088105e-01	1.181454e+01	9.088105e-01	-1.332000e-16	1.332000e-18	9.088105e-20	-9.088105e-05	-9.088105e-05	-9.103829e-20	-4.418101e-04	1.419866e-11	-3.883242e-08	-9.084222e-05	4.418101e-04	-4.491699e-04
1.341999999999997e+01	1.342000e+01	9.165022e-01	1.191453e+01	9.165022e-01	-1.342000e-16	1.342000e-18	9.165022e-20	-9.165022e-05	-9.165022e-05	-9.103829e-20	-4.451117e-04	1.429868e-11	-3.882235e-08	-9.161140e-05	4.451117e-04	-4.524666e-04
1.351999999999997e+01	1.352000e+01	9.241939e-01	1.201452e+01	9.241939e-01	-1.352000e-16	1.352000e-18	9.241939e-20	-9.241939e-05	-9.241939e-05	-9.214851e-20	-4.484133e-04	1.439870e-11	-3.881222e-08	-9.238058e-05	4.484132e-04	-4.557633e-04
1.361999999999997e+01	1.362000e+01	9.318856e-01	1.211451e+01	9.318856e-01	-1.362000e-16	1.362000e-18	9.318857e-20	-9.318856e-05	-9.318856e-05	-9.325873e-20	-4.517148e-04	1.449872e-11	-3.880213e-08	-9.314975e-05	4.517148e-04	-4.590601e-04
1.371999999999997e+01	1.372000e+01	9.395773e-01	1.221451e+01	9.395773e-01	-1.372000e-16	1.372000e-18	9.395773e-20	-9.395773e-05	-9.395773e-05	-9.436896e-20	-4.550164e-04	1.459874e-11	-3.879203e-08	-9.391893e-05	4.550164e-04	-4.623568e-04
1.381999999999997e+01	1.382000e+01	9.472691e-01	1.231450e+01	9.472691e-01	-1.382000e-16	1.382000e-18	9.472691e-20	-9.472691e-05	-9.472691e-05	-9.436896e-20	-4.583179e-04	1.469876e-11	-3.878194e-08	-9.468788e-05	4.583179e-04	-4.656536e-04
1.391999999999997e+01	1.392000e+01	9.549608e-01	1.241449e+01	9.549608e-01	-1.392000e-16	1.392000e-18	9.549608e-20	-9.549609e-05	-9.549609e-05	-9.547918e-20	-4.616195e-04	1.479878e-11	-3.877184e-08	-9.545697e-05	4.616195e-04	-4.689503e-04
1.401999999999997e+01	1.402000e+01	9.626525e-01	1.251448e+01	9.626525e-01	-1.402000e-16	1.402000e-18	9.626525e-20	-9.626526e-05	-9.626526e-05	-9.658940e-20	-4.649210e-04	1.489880e-11	-3.876175e-08	-9.622615e-05	4.649210e-04	-4.722470e-04
1.411999999999997e+01	1.412000e+01	9.703442e-01	1.261448e+01	9.703442e-01	-1.412000e-16	1.412000e-18	9.703443e-20	-9.703443e-05	-9.703443e-05	-9.658940e-20	-4.682226e-04	1.499883e-11	-3.875165e-08	-9.699533e-05	4.682226e-04	-4.755438e-04
1.421999999999997e+01	1.422000e+01	9.780359e-01	1.271447e+01	9.780359e-01	-1.422000e-16	1.422000e-18	9.780359e-20	-9.780360e-05	-9.780360e-05	-9.769963e-20	-4.715242e-04	1.509885e-11	-3.874155e-08	-9.776451e-05	4.715241e-04	-4.788405e-04
1.431999999999997e+01	1.432000e+01	9.857277e-01	1.281446e+01	9.857277e-01	-1.432000e-16	1.432000e-18	9.857277e-20	-9.857277e-05	-9.857277e-05	-9.880985e-20	-4.748257e-04	1.519887e-11	-3.873146e-08	-9.853370e-05	4.748257e-04	-4.821373e-04
1.441999999999997e+01	1.442000e+01	9.934193e-01	1.291445e+01	9.934193e-01	-1.442000e-16	1.442000e-18	9.934194e-20	-9.934194e-05	-9.934194e-05	-9.880985e-20	-4.781273e-04	1.529889e-11	-3.872136e-08	-9.930287e-05	4.781273e-04	-4.854340e-04
1.451999999999997e+01	1.452000e+01	1.001111e+00	1.301444e+01	1.001111e+00	-1.452000e-16	1.452000e-18	1.001111e-19	-1.001111e-04	-1.001111e-04	-9.992007e-20	-4.814288e-04	1.539891e-11	-3.871127e-08	-1.000721e-04	4.814288e-04	-4.887308e-04
1.461999999999997e+01	1.462000e+01	1.008803e+00	1.311444e+01	1.008803e+00	-1.462000e-16	1.462000e-18	1.008803e-19	-1.008803e-04	-1.008803e-04	-9.992007e-20	-4.847304e-04	1.549893e-11	-3.870117e-08	-1.008412e-04	4.847304e-04	-4.920275e-04
1.471999999999997e+01	1.472000e+01	1.016495e+00	1.321443e+01	1.016495e+00	-1.472000e-16	1.472000e-18	1.016494e-19	-1.016494e-04	-1.016494e-04	-1.021405e-19	-4.880320e-04	1.559895e-11	-3.869107e-08	-1.016104e-04	4.880319e-04	-4.953243e-04
1.481999999999996e+01	1.482000e+01	1.024186e+00	1.331442e+01	1.024186e+00	-1.482000e-16	1.482000e-18	1.024186e-19	-1.024186e-04	-1.024186e-04	-1.021405e-19	-4.913335e-04	1.569898e-11	-3.868098e-08	-1.023796e-04	4.913335e-04	-4.986210e-04
1.491999999999996e+01	1.492000e+01	1.031878e+00	1.341441e+01	1.031878e+00	-1.492000e-16	1.492000e-18	1.031878e-19	-1.031878e-04	-1.031878e-04	-1.021405e-19	-4.946351e-04	1.579900e-11	-3.867088e-08	-1.031488e-04	4.946351e-04	-5.019177e-04
1.501999999999996e+01	1.502000e+01	1.039570e+00	1.351440e+01	1.039570e+00	-1.502000e-16	1.502000e-18	1.039570e-19	-1.039570e-04	-1.039570e-04	-1.043610e-19	-4.979367e-04	1.589902e-11	-3.866079e-08	-1.039180e-04	4.979366e-04	-5.052145e-04
1.511999999999996e+01	1.512000e+01	1.047261e+00	1.361440e+01	1.047261e+00	-1.512000e-16	1.512000e-18	1.047261e-19	-1.047261e-04	-1.047261e-04	-1.043610e-19	-5.012382e-04	1.599904e-11	-3.865069e-08	-1.046871e-04	5.012382e-04	-5.085112e-04
1.521999999999996e+01	1.522000e+01	1.054953e+00	1.371439e+01	1.054953e+00	-1.522000e-16	1.522000e-18	1.054953e-19	-1.054953e-04	-1.054953e-04	-1.043610e-19	-5.045398e-04	1.609906e-11	-3.864060e-08	-1.054563e-04	5.045398e-04	-5.118080e-04
1.531999999999996e+01	1.532000e+01	1.062645e+00	1.381438e+01	1.062645e+00	-1.532000e-16	1.532000e-18	1.062645e-19	-1.062645e-04	-1.062645e-04	-1.065814e-19	-5.078414e-04	1.619908e-11	-3.863050e-08	-1.062255e-04	5.078413e-04	-5.151047e-04
1.541999999999996e+01	1.542000e+01	1.070336e+00	1.391437e+01	1.070336e+00	-1.542000e-16	1.542000e-18	1.070336e-19	-1.070336e-04	-1.070336e-04	-1.065814e-19	-5.111429e-04	1.629910e-11	-3.862040e-08	-1.069947e-04	5.111429e-04	-5.184014e-04
1.551999999999996e+01	1.552000e+01	1.078028e+00	1.401437e+01	1.078028e+00	-1.552000e-16	1.552000e-18	1.078028e-19	-1.078028e-04	-1.078028e-04	-1.088019e-19	-5.144444e-04	1.639913e-11	-3.861031e-08	-1.077639e-04	5.144444e-04	-5.216982e-04
1.561999999999996e+01	1.562000e+01	1.085720e+00	1.411436e+01	1.085720e+00	-1.562000e-16	1.562000e-18	1.085720e-19	-1.085720e-04	-1.085720e-04	-1.088019e-19	-5.177460e-04	1.649915e-11	-3.860021e-08	-1.085330e-04	5.177460e-04	-5.249949e-04
1.571999999999996e+01	1.572000e+01	1.093412e+00	1.421435e+01	1.093412e+00	-1.572000e-16	1.572000e-18	1.093412e-19	-1.093411e-04	-1.093411e-04	-1.088019e-19	-5.210476e-04	1.659917e-11	-3.859012e-08	-1.093022e-04	5.210476e-04	-5.282917e-04
1.581999999999996e+01	1.582000e+01	1.101103e+00	1.431434e+01	1.101103e+00	-1.582000e-16	1.582000e-18	1.101103e-19	-1.101103e-04	-1.101103e-04	-1.110223e-19	-5.243492e-04	1.669919e-11	-3.858002e-08	-1.100714e-04	5.243491e-04	-5.315884e-04
1.591999999999996e+01	1.592000e+01	1.108795e+00	1.441433e+01	1.108795e+00	-1.592000e-16	1.592000e-18	1.108795e-19	-1.108795e-04	-1.108795e-04	-1.110223e-19	-5.276507e-04	1.679921e-11	-3.856992e-08	-1.108406e-04	5.276507e-04	-5.348852e-04
1.601999999999996e+01	1.602000e+01	1.116487e+00	1.451433e+01	1.116487e+00	-1.602000e-16	1.602000e-18	1.116487e-19	-1.116487e-04	-1.116487e-04	-1.110223e-19	-5.309522e-04	1.689923e-11	-3.855983e-08	-1.116098e-04	5.309522e-04	-5.381819e-04
1.611999999999996e+01	1.612000e+01	1.124178e+00	1.461432e+01	1.124178e+00	-1.612000e-16	1.612000e-18	1.124178e-19	-1.124178e-04	-1.124178e-04	-1.132427e-19	-5.342538e-04	1.699926e-11	-3.854973e-08	-1.123790e-04	5.342538e-04	-5.414786e-04
1.621999999999996e+01	1.622000e+01	1.131870e+00	1.471431e+01	1.131870e+00	-1.622000e-16	1.622000e-18	1.131870e-19	-1.131870e-04	-1.131870e-04	-1.132427e-19	-5.375554e-04	1.709928e-11	-3.853964e-08	-1.131481e-04	5.375554e-04	-5.447754e-04
1.631999999999996e+01	1.632000e+01	1.139562e+00	1.481430e+01	1.139562e+00	-1.632000e-16	1.632000e-18	1.139562e-19	-1.139562e-04	-1.139562e-04	-1.132427e-19	-5.408570e-04	1.719930e-11	-3.852954e-08	-1.139173e-04	5.408569e-04	-5.480722e-04
1.641999999999997e+01	1.642000e+01	1.147253e+00	1.491429e+01	1.147253e+00	-1.642000e-16	1.642000e-18	1.147253e-19	-1.147253e-04	-1.147253e-04	-1.154632e-19	-5.441585e-04	1.729932e-11	-3.851945e-08	-1.146865e-04	5.441585e-04	-5.513689e-04
1.651999999999997e+01	1.652000e+01	1.154945e+00	1.501429e+01	1.154945e+00	-1.652000e-16	1.652000e-18	1.154945e-19	-1.154945e-04	-1.154945e-04	-1.154632e-19	-5.474600e-04	1.739934e-11	-3.850935e-08	-1.154557e-04	5.474600e-04	-5.546656e-04
1.661999999999997e+01	1.662000e+01	1.162637e+00	1.511428e+01	1.162637e+00	-1.662000e-16	1.662000e-18	1.162637e-19	-1.162637e-04	-1.162637e-04	-1.154632e-19	-5.507616e-04	1.749936e-11	-3.849925e-08	-1.162249e-04	5.507616e-04	-5.579623e-04
1.671999999999997e+01	1.672000e+01	1.170328e+00	1.521427e+01	1.170328e+00	-1.672000e-16	1.672000e-18	1.170328e-19	-1.170329e-04	-1.170329e-04	-1.176836e-19	-5.540632e-04	1.759939e-11	-3.848916e-08	-1.169940e-04	5.540632e-04	-5.612591e-04
1.681999999999997e+01	1.682000e+01	1.178020e+00	1.531426e+01	1.178020e+00	-1.682000e-16	1.682000e-18	1.178020e-19	-1.178020e-04	-1.178020e-04	-1.176836e-19	-5.573647e-04	1.769941e-11	-3.847906e-08	-1.177632e-04	5.573647e-04	-5.645559e-04
1.691999999999997e+01	1.692000e+01	1.185712e+00	1.541426e+01	1.185712e+00	-1.692000e-16	1.692000e-18	1.185712e-19	-1.185712e-04	-1.185712e-04	-1.176836e-19	-5.606663e-04	1.779943e-11	-3.846896e-08	-1.185324e-04	5.606663e-04	-5.678526e-04
1.701999999999997e+01	1.702000e+01	1.193404e+00	1.551425e+01	1.193404e+00	-1.702000e-16	1.702000e-18	1.193404e-19	-1.193404e-04	-1.193404e-04	-1.199041e-19	-5.639679e-04	1.789945e-11	-3.845887e-08	-1.193016e-04	5.639679e-04	-5.711493e-04
1.711999999999998e+01	1.712000e+01	1.201095e+00	1.561424e+01	1.201095e+00	-1.712000e-16	1.712000e-18	1.201095e-19	-1.201095e-04	-1.201095e-04	-1.199041e-19	-5.672695e-04	1.799947e-11	-3.844877e-08	-1.200708e-04	5.672694e-04	-5.744461e-04
1.721999999999998e+01	1.722000e+01	1.208787e+00	1.571423e+01	1.208787e+00	-1.722000e-16	1.722000e-18	1.208787e-19	-1.208787e-04	-1.208787e-04	-1.199041e-19	-5.705710e-04	1.809949e-11	-3.843868e-08	-1.208399e-04	5.705710e-04	-5.777428e-04
1.731999999999998e+01	1.732000e+01	1.216479e+00	1.581422e+01	1.216479e+00	-1.732000e-16	1.732000e-18	1.216479e-19	-1.216479e-04	-1.216479e-04	-1.221245e-19	-5.738725e-04	1.819951e-11	-3.842858e-08	-1.216091e-04	5.738725e-04	-5.810396e-04
1.741999999999998e+01	1.742000e+01	1.224170e+00	1.591422e+01	1.224170e+00	-1.742000e-16	1.742000e-18	1.224170e-19	-1.224170e-04	-1.224170e-04	-1.221245e-19	-5.771741e-04	1.829954e-11	-3.841848e-08	-1.223783e-04	5.771741e-04	-5.843363e-04
1.751999999999998e+01	1.752000e+01	1.231862e+00	1.601421e+01	1.231862e+00	-1.752000e-16	1.752000e-18	1.231862e-19	-1.231862e-04	-1.231862e-04	-1.221245e-19	-5.804757e-04	1.839956e-11	-3.840839e-08	-1.231475e-04	5.804757e-04	-5.876331e-04
1.761999999999998e+01	1.762000e+01	1.239554e+00	1.611420e+01	1.239554e+00	-1.762000e-16	1.762000e-18	1.239554e-19	-1.239554e-04	-1.239554e-04	-1.243450e-19	-5.837773e-04	1.849958e-11	-3.839829e-08	-1.239167e-04	5.837772e-04	-5.909298e-04
1.771999999999998e+01	1.772000e+01	1.247246e+00	1.621419e+01	1.247246e+00	-1.772000e-16	1.772000e-18	1.247246e-19	-1.247246e-04	-1.247246e-04	-1.243450e-19	-5.870788e-04	1.859960e-11	-3.838820e-08	-1.246858e-04	5.870788e-04	-5.942265e-04
1.781999999999999e+01	1.782000e+01	1.254937e+00	1.631418e+01	1.254937e+00	-1.782000e-16	1.782000e-18	1.254937e-19	-1.254937e-04	-1.254937e-04	-1.243450e-19	-5.903803e-04	1.869962e-11	-3.837810e-08	-1.254550e-04	5.903803e-04	-5.975233e-04
1.791999999999999e+01	1.792000e+01	1.262629e+00	1.641418e+01	1.262629e+00	-1.792000e-16	1.792000e-18	1.262629e-19	-1.262629e-04	-1.262629e-04	-1.265654e-19	-5.936819e-04	1.879964e-11	-3.836801e-08	-1.262242e-04	5.936819e-04	-6.008200e-04
1.800000000000000e+01	1.800000e+01	1.268782e+00	1.649417e+01	1.268782e+00	-1.800000e-16	1.800000e-18	1.268782e-19	-1.268782e-04	-1.268782e-04	-1.265654e-19	-5.963232e-04	1.887966e-11	-3.835993e-08	-1.268395e-04	5.963232e-04	-6.034574e-04
