v_supply	V(v_batteries)	V(vout_batt)	V(n001)	V(n002)	I(C1)	I(C2)	I(C_adc)	I(R1)	I(R2)	I(R_adc)	I(V1)	Ix(U1:In+)	Ix(U1:In-)	Ix(U1:OUT)	Ix(U1:V+)	Ix(U1:V-)
5.099999999999998e+00	5.100000e+00	3.918434e-01	5.093965e+00	3.918434e-01	-5.100000e-17	5.100000e-19	3.918434e-20	-3.918434e-05	-3.918434e-05	-3.941292e-20	-5.231623e-04	1.121777e-11	1.118750e-11	-3.918435e-05	5.231623e-04	-4.840473e-04
5.199999999999998e+00	5.200000e+00	3.995402e-01	5.194023e+00	3.995402e-01	-5.200000e-17	5.200000e-19	3.995402e-20	-3.995402e-05	-3.995402e-05	-3.996803e-20	-5.252190e-04	1.141781e-11	1.138776e-11	-3.995403e-05	5.252190e-04	-4.853337e-04
5.299999999999997e+00	5.300000e+00	4.072368e-01	5.294079e+00	4.072368e-01	-5.300000e-17	5.300000e-19	4.072368e-20	-4.072368e-05	-4.072368e-05	-4.052314e-20	-5.272766e-04	1.161785e-11	1.158802e-11	-4.072369e-05	5.272765e-04	-4.866212e-04
5.399999999999997e+00	5.400000e+00	4.149334e-01	5.394134e+00	4.149334e-01	-5.400000e-17	5.400000e-19	4.149333e-20	-4.149333e-05	-4.149333e-05	-4.163336e-20	-5.293352e-04	1.181789e-11	1.178828e-11	-4.149335e-05	5.293352e-04	-4.879097e-04
5.499999999999996e+00	5.500000e+00	4.226297e-01	5.494186e+00	4.226297e-01	-5.500000e-17	5.500000e-19	4.226297e-20	-4.226297e-05	-4.226297e-05	-4.218848e-20	-5.313948e-04	1.201793e-11	1.198852e-11	-4.226298e-05	5.313948e-04	-4.891991e-04
5.599999999999996e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	3.000000e-05	-1.210398e-04
5.699999999999996e+00	5.700000e+00	4.380221e-01	5.694287e+00	4.380221e-01	-5.700000e-17	5.700000e-19	4.380221e-20	-4.380221e-05	-4.380221e-05	-4.385381e-20	-5.355169e-04	1.241800e-11	1.238899e-11	-4.380222e-05	5.355169e-04	-4.917810e-04
5.799999999999995e+00	5.800000e+00	4.457181e-01	5.794335e+00	4.457181e-01	-5.800000e-17	5.800000e-19	4.457181e-20	-4.457181e-05	-4.457181e-05	-4.440892e-20	-5.375795e-04	1.261804e-11	1.258921e-11	-4.457182e-05	5.375795e-04	-4.930734e-04
5.899999999999995e+00	5.900000e+00	4.534140e-01	5.894382e+00	4.534140e-01	-5.900000e-17	5.900000e-19	4.534140e-20	-4.534140e-05	-4.534140e-05	-4.551914e-20	-5.396430e-04	1.281808e-11	1.278942e-11	-4.534141e-05	5.396430e-04	-4.943669e-04
5.999999999999995e+00	6.000000e+00	4.611098e-01	5.994427e+00	4.611098e-01	-6.000000e-17	6.000000e-19	4.611098e-20	-4.611098e-05	-4.611098e-05	-4.607425e-20	-5.417076e-04	1.301812e-11	1.298964e-11	-4.611099e-05	5.417076e-04	-4.956613e-04
6.099999999999994e+00	6.100000e+00	4.688055e-01	6.094471e+00	4.688055e-01	-6.100000e-17	6.100000e-19	4.688055e-20	-4.688054e-05	-4.688054e-05	-4.662937e-20	-5.437731e-04	1.321816e-11	1.318984e-11	-4.688056e-05	5.437731e-04	-4.969568e-04
6.199999999999994e+00	6.200000e+00	4.765010e-01	6.194514e+00	4.765010e-01	-6.200000e-17	6.200000e-19	4.765010e-20	-4.765010e-05	-4.765010e-05	-4.773959e-20	-5.458396e-04	1.341820e-11	1.339003e-11	-4.765012e-05	5.458396e-04	-4.982533e-04
6.299999999999994e+00	6.300000e+00	4.841965e-01	6.294555e+00	4.841965e-01	-6.300000e-17	6.300000e-19	4.841965e-20	-4.841965e-05	-4.841965e-05	-4.829470e-20	-5.479071e-04	1.361824e-11	1.359023e-11	-4.841967e-05	5.479071e-04	-4.995508e-04
6.399999999999993e+00	6.400000e+00	4.918920e-01	6.394596e+00	4.918920e-01	-6.400000e-17	6.400000e-19	4.918920e-20	-4.918920e-05	-4.918920e-05	-4.940493e-20	-5.499757e-04	1.381828e-11	1.379041e-11	-4.918921e-05	5.499757e-04	-5.008492e-04
6.499999999999993e+00	6.500000e+00	4.995873e-01	6.494635e+00	4.995873e-01	-6.500000e-17	6.500000e-19	4.995873e-20	-4.995873e-05	-4.995873e-05	-4.996004e-20	-5.520452e-04	1.401832e-11	1.399060e-11	-4.995874e-05	5.520452e-04	-5.021487e-04
6.599999999999993e+00	6.600000e+00	5.072825e-01	6.594673e+00	5.072825e-01	-6.600000e-17	6.600000e-19	5.072825e-20	-5.072825e-05	-5.072825e-05	-5.107026e-20	-5.541157e-04	1.421835e-11	1.419077e-11	-5.072826e-05	5.541157e-04	-5.034492e-04
6.699999999999992e+00	6.700000e+00	5.149776e-01	6.694710e+00	5.149776e-01	-6.700000e-17	6.700000e-19	5.149777e-20	-5.149777e-05	-5.149777e-05	-5.107026e-20	-5.561872e-04	1.441839e-11	1.439094e-11	-5.149778e-05	5.561872e-04	-5.047508e-04
6.799999999999992e+00	6.800000e+00	5.226727e-01	6.794745e+00	5.226727e-01	-6.800000e-17	6.800000e-19	5.226727e-20	-5.226727e-05	-5.226727e-05	-5.218048e-20	-5.582598e-04	1.461843e-11	1.459110e-11	-5.226729e-05	5.582598e-04	-5.060533e-04
6.899999999999991e+00	6.900000e+00	5.303677e-01	6.894781e+00	5.303677e-01	-6.900000e-17	6.900000e-19	5.303677e-20	-5.303677e-05	-5.303677e-05	-5.329070e-20	-5.603334e-04	1.481847e-11	1.479127e-11	-5.303679e-05	5.603333e-04	-5.073568e-04
6.999999999999991e+00	7.000000e+00	5.380627e-01	6.994814e+00	5.380627e-01	-7.000000e-17	7.000000e-19	5.380627e-20	-5.380627e-05	-5.380627e-05	-5.329070e-20	-5.624079e-04	1.501851e-11	1.499143e-11	-5.380628e-05	5.624079e-04	-5.086614e-04
7.099999999999991e+00	7.100000e+00	5.457575e-01	7.094848e+00	5.457575e-01	-7.100000e-17	7.100000e-19	5.457575e-20	-5.457575e-05	-5.457575e-05	-5.440093e-20	-5.644832e-04	1.521855e-11	1.519158e-11	-5.457577e-05	5.644832e-04	-5.099667e-04
7.199999999999990e+00	7.200000e+00	5.534523e-01	7.194880e+00	5.534523e-01	-7.200000e-17	7.200000e-19	5.534523e-20	-5.534523e-05	-5.534523e-05	-5.551115e-20	-5.665600e-04	1.541859e-11	1.539173e-11	-5.534525e-05	5.665600e-04	-5.112736e-04
7.299999999999990e+00	7.300000e+00	5.611470e-01	7.294911e+00	5.611470e-01	-7.300000e-17	7.300000e-19	5.611470e-20	-5.611470e-05	-5.611470e-05	-5.662137e-20	-5.686376e-04	1.561863e-11	1.559188e-11	-5.611472e-05	5.686376e-04	-5.125811e-04
7.399999999999990e+00	7.400000e+00	5.688417e-01	7.394942e+00	5.688417e-01	-7.400000e-17	7.400000e-19	5.688417e-20	-5.688417e-05	-5.688417e-05	-5.662137e-20	-5.707162e-04	1.581866e-11	1.579202e-11	-5.688419e-05	5.707162e-04	-5.138898e-04
7.499999999999989e+00	7.500000e+00	5.765363e-01	7.494972e+00	5.765363e-01	-7.500000e-17	7.500000e-19	5.765363e-20	-5.765363e-05	-5.765363e-05	-5.773160e-20	-5.727958e-04	1.601870e-11	1.599215e-11	-5.765365e-05	5.727958e-04	-5.151994e-04
7.599999999999989e+00	7.600000e+00	5.842308e-01	7.595001e+00	5.842308e-01	-7.600000e-17	7.600000e-19	5.842308e-20	-5.842308e-05	-5.842308e-05	-5.884182e-20	-5.748764e-04	1.621874e-11	1.619229e-11	-5.842310e-05	5.748764e-04	-5.165101e-04
7.699999999999989e+00	7.700000e+00	5.919253e-01	7.695029e+00	5.919253e-01	-7.700000e-17	7.700000e-19	5.919253e-20	-5.919253e-05	-5.919253e-05	-5.884182e-20	-5.769581e-04	1.641878e-11	1.639243e-11	-5.919255e-05	5.769581e-04	-5.178218e-04
7.799999999999988e+00	7.800000e+00	5.996197e-01	7.795057e+00	5.996197e-01	-7.800000e-17	7.800000e-19	5.996197e-20	-5.996197e-05	-5.996197e-05	-5.995204e-20	-5.790407e-04	1.661882e-11	1.659254e-11	-5.996199e-05	5.790407e-04	-5.191345e-04
7.899999999999988e+00	7.900000e+00	6.073141e-01	7.895084e+00	6.073141e-01	-7.900000e-17	7.900000e-19	6.073141e-20	-6.073141e-05	-6.073141e-05	-6.106227e-20	-5.811244e-04	1.681886e-11	1.679268e-11	-6.073143e-05	5.811244e-04	-5.204482e-04
7.999999999999988e+00	8.000000e+00	6.150085e-01	7.995110e+00	6.150085e-01	-8.000000e-17	8.000000e-19	6.150085e-20	-6.150085e-05	-6.150085e-05	-6.106227e-20	-5.832091e-04	1.701890e-11	1.699280e-11	-6.150086e-05	5.832091e-04	-5.217630e-04
8.099999999999987e+00	8.100000e+00	6.227027e-01	8.095136e+00	6.227027e-01	-8.100000e-17	8.100000e-19	6.227027e-20	-6.227027e-05	-6.227027e-05	-6.217249e-20	-5.852942e-04	1.721894e-11	1.719291e-11	-6.227029e-05	5.852941e-04	-5.230781e-04
8.199999999999987e+00	8.200000e+00	6.303970e-01	8.195161e+00	6.303970e-01	-8.200000e-17	8.200000e-19	6.303970e-20	-6.303970e-05	-6.303970e-05	-6.328271e-20	-5.873815e-04	1.741898e-11	1.739304e-11	-6.303971e-05	5.873815e-04	-5.243956e-04
8.299999999999986e+00	8.300000e+00	6.380911e-01	8.295185e+00	6.380911e-01	-8.300000e-17	8.300000e-19	6.380911e-20	-6.380912e-05	-6.380912e-05	-6.328271e-20	-5.894693e-04	1.761901e-11	1.759315e-11	-6.380913e-05	5.894693e-04	-5.257134e-04
8.399999999999986e+00	8.400000e+00	6.457853e-01	8.395208e+00	6.457853e-01	-8.400000e-17	8.400000e-19	6.457853e-20	-6.457853e-05	-6.457853e-05	-6.439293e-20	-5.915581e-04	1.781905e-11	1.779326e-11	-6.457855e-05	5.915580e-04	-5.270322e-04
8.499999999999986e+00	8.500000e+00	6.534794e-01	8.495232e+00	6.534794e-01	-8.500000e-17	8.500000e-19	6.534793e-20	-6.534794e-05	-6.534794e-05	-6.550316e-20	-5.936478e-04	1.801909e-11	1.799337e-11	-6.534796e-05	5.936478e-04	-5.283521e-04
8.599999999999985e+00	8.600000e+00	6.611734e-01	8.595255e+00	6.611734e-01	-8.600000e-17	8.600000e-19	6.611734e-20	-6.611734e-05	-6.611734e-05	-6.661338e-20	-5.957386e-04	1.821913e-11	1.819346e-11	-6.611736e-05	5.957386e-04	-5.296730e-04
8.699999999999985e+00	8.700000e+00	6.688674e-01	8.695276e+00	6.688674e-01	-8.700000e-17	8.700000e-19	6.688674e-20	-6.688674e-05	-6.688674e-05	-6.661338e-20	-5.978305e-04	1.841917e-11	1.839357e-11	-6.688677e-05	5.978305e-04	-5.309949e-04
8.799999999999985e+00	8.800000e+00	6.765614e-01	8.795299e+00	6.765614e-01	-8.800000e-17	8.800000e-19	6.765614e-20	-6.765614e-05	-6.765614e-05	-6.772360e-20	-5.999233e-04	1.861921e-11	1.859367e-11	-6.765616e-05	5.999233e-04	-5.323178e-04
8.899999999999984e+00	8.900000e+00	6.842553e-01	8.895319e+00	6.842553e-01	-8.900000e-17	8.900000e-19	6.842553e-20	-6.842554e-05	-6.842554e-05	-6.883383e-20	-6.020172e-04	1.881925e-11	1.879377e-11	-6.842555e-05	6.020172e-04	-5.336418e-04
8.999999999999984e+00	9.000000e+00	6.919492e-01	8.995339e+00	6.919492e-01	-9.000000e-17	9.000000e-19	6.919492e-20	-6.919492e-05	-6.919492e-05	-6.883383e-20	-6.041121e-04	1.901929e-11	1.899387e-11	-6.919494e-05	6.041121e-04	-5.349668e-04
9.099999999999984e+00	9.100000e+00	6.996431e-01	9.095360e+00	6.996431e-01	-9.100000e-17	9.100000e-19	6.996431e-20	-6.996431e-05	-6.996431e-05	-6.994405e-20	-6.062080e-04	1.921932e-11	1.919396e-11	-6.996433e-05	6.062080e-04	-5.362928e-04
9.199999999999983e+00	9.200000e+00	7.073369e-01	9.195379e+00	7.073369e-01	-9.200000e-17	9.200000e-19	7.073369e-20	-7.073369e-05	-7.073369e-05	-7.105427e-20	-6.083049e-04	1.941936e-11	1.939404e-11	-7.073371e-05	6.083049e-04	-5.376199e-04
9.299999999999983e+00	9.300000e+00	7.150307e-01	9.295399e+00	7.150307e-01	-9.300000e-17	9.300000e-19	7.150307e-20	-7.150307e-05	-7.150307e-05	-7.105427e-20	-6.104030e-04	1.961940e-11	1.959415e-11	-7.150308e-05	6.104029e-04	-5.389481e-04
9.399999999999983e+00	9.400000e+00	7.227244e-01	9.395417e+00	7.227244e-01	-9.400000e-17	9.400000e-19	7.227244e-20	-7.227244e-05	-7.227244e-05	-7.216450e-20	-6.125019e-04	1.981944e-11	1.979423e-11	-7.227246e-05	6.125019e-04	-5.402772e-04
9.499999999999982e+00	9.500000e+00	7.304181e-01	9.495436e+00	7.304181e-01	-9.500000e-17	9.500000e-19	7.304181e-20	-7.304181e-05	-7.304181e-05	-7.327472e-20	-6.146020e-04	2.001948e-11	1.999431e-11	-7.304183e-05	6.146019e-04	-5.416073e-04
9.599999999999982e+00	9.600000e+00	7.381118e-01	9.595453e+00	7.381118e-01	-9.600000e-17	9.600000e-19	7.381118e-20	-7.381118e-05	-7.381118e-05	-7.327472e-20	-6.167030e-04	2.021952e-11	2.019439e-11	-7.381120e-05	6.167030e-04	-5.429385e-04
9.699999999999982e+00	9.700000e+00	7.458054e-01	9.695471e+00	7.458054e-01	-9.700000e-17	9.700000e-19	7.458054e-20	-7.458054e-05	-7.458054e-05	-7.438494e-20	-6.188051e-04	2.041956e-11	2.039448e-11	-7.458057e-05	6.188051e-04	-5.442707e-04
9.799999999999981e+00	9.800000e+00	7.534991e-01	9.795488e+00	7.534991e-01	-9.800000e-17	9.800000e-19	7.534990e-20	-7.534990e-05	-7.534990e-05	-7.549517e-20	-6.209082e-04	2.061960e-11	2.059456e-11	-7.534993e-05	6.209082e-04	-5.456040e-04
9.899999999999981e+00	9.900000e+00	7.611927e-01	9.895505e+00	7.611927e-01	-9.900000e-17	9.899999e-19	7.611927e-20	-7.611926e-05	-7.611926e-05	-7.660539e-20	-6.230124e-04	2.081964e-11	2.079463e-11	-7.611929e-05	6.230124e-04	-5.469382e-04
9.999999999999980e+00	1.000000e+01	7.688862e-01	9.995521e+00	7.688862e-01	-1.000000e-16	1.000000e-18	7.688862e-20	-7.688862e-05	-7.688862e-05	-7.660539e-20	-6.251176e-04	2.101967e-11	2.099471e-11	-7.688865e-05	6.251175e-04	-5.482736e-04
1.009999999999998e+01	1.010000e+01	7.765797e-01	1.009554e+01	7.765797e-01	-1.010000e-16	1.010000e-18	7.765798e-20	-7.765798e-05	-7.765798e-05	-7.771561e-20	-6.272238e-04	2.121971e-11	2.119479e-11	-7.765800e-05	6.272237e-04	-5.496099e-04
1.019999999999998e+01	1.020000e+01	7.842733e-01	1.019555e+01	7.842733e-01	-1.020000e-16	1.020000e-18	7.842733e-20	-7.842733e-05	-7.842733e-05	-7.882583e-20	-6.293310e-04	2.141975e-11	2.139486e-11	-7.842735e-05	6.293309e-04	-5.509473e-04
1.029999999999998e+01	1.030000e+01	7.919667e-01	1.029557e+01	7.919667e-01	-1.030000e-16	1.030000e-18	7.919668e-20	-7.919667e-05	-7.919667e-05	-7.882583e-20	-6.314392e-04	2.161979e-11	2.159492e-11	-7.919670e-05	6.314392e-04	-5.522857e-04
1.039999999999998e+01	1.040000e+01	7.996602e-01	1.039558e+01	7.996602e-01	-1.040000e-16	1.040000e-18	7.996602e-20	-7.996602e-05	-7.996602e-05	-7.993606e-20	-6.335485e-04	2.181983e-11	2.179500e-11	-7.996604e-05	6.335485e-04	-5.536251e-04
1.049999999999998e+01	1.050000e+01	8.073536e-01	1.049560e+01	8.073536e-01	-1.050000e-16	1.050000e-18	8.073536e-20	-8.073536e-05	-8.073536e-05	-8.104628e-20	-6.356589e-04	2.201987e-11	2.199506e-11	-8.073539e-05	6.356588e-04	-5.549656e-04
1.059999999999998e+01	1.060000e+01	8.150470e-01	1.059561e+01	8.150470e-01	-1.060000e-16	1.060000e-18	8.150470e-20	-8.150470e-05	-8.150470e-05	-8.104628e-20	-6.377702e-04	2.221991e-11	2.219514e-11	-8.150472e-05	6.377702e-04	-5.563071e-04
1.069999999999998e+01	1.070000e+01	8.227404e-01	1.069563e+01	8.227404e-01	-1.070000e-16	1.070000e-18	8.227404e-20	-8.227404e-05	-8.227404e-05	-8.215650e-20	-6.398826e-04	2.241995e-11	2.239519e-11	-8.227406e-05	6.398826e-04	-5.576496e-04
1.079999999999998e+01	1.080000e+01	8.304338e-01	1.079564e+01	8.304338e-01	-1.080000e-16	1.080000e-18	8.304338e-20	-8.304338e-05	-8.304338e-05	-8.326673e-20	-6.419960e-04	2.261999e-11	2.259526e-11	-8.304340e-05	6.419960e-04	-5.589932e-04
1.089999999999998e+01	1.090000e+01	8.381271e-01	1.089565e+01	8.381271e-01	-1.090000e-16	1.090000e-18	8.381271e-20	-8.381271e-05	-8.381271e-05	-8.326673e-20	-6.441104e-04	2.282002e-11	2.279532e-11	-8.381273e-05	6.441104e-04	-5.603379e-04
1.099999999999998e+01	1.100000e+01	8.458204e-01	1.099567e+01	8.458204e-01	-1.100000e-16	1.100000e-18	8.458204e-20	-8.458204e-05	-8.458204e-05	-8.437695e-20	-6.462259e-04	2.302006e-11	2.299539e-11	-8.458207e-05	6.462259e-04	-5.616835e-04
1.109999999999998e+01	1.110000e+01	8.535137e-01	1.109568e+01	8.535137e-01	-1.110000e-16	1.110000e-18	8.535137e-20	-8.535137e-05	-8.535137e-05	-8.548717e-20	-6.483424e-04	2.322010e-11	2.319545e-11	-8.535139e-05	6.483424e-04	-5.630301e-04
1.119999999999998e+01	1.120000e+01	8.612069e-01	1.119569e+01	8.612069e-01	-1.120000e-16	1.120000e-18	8.612069e-20	-8.612070e-05	-8.612070e-05	-8.659740e-20	-6.504600e-04	2.342014e-11	2.339551e-11	-8.612072e-05	6.504600e-04	-5.643779e-04
1.129999999999998e+01	1.130000e+01	8.689002e-01	1.129570e+01	8.689002e-01	-1.130000e-16	1.130000e-18	8.689002e-20	-8.689002e-05	-8.689002e-05	-8.659740e-20	-6.525785e-04	2.362018e-11	2.359555e-11	-8.689005e-05	6.525785e-04	-5.657266e-04
1.139999999999998e+01	1.140000e+01	8.765935e-01	1.139571e+01	8.765935e-01	-1.140000e-16	1.140000e-18	8.765935e-20	-8.765935e-05	-8.765935e-05	-8.770762e-20	-6.546982e-04	2.382022e-11	2.379562e-11	-8.765937e-05	6.546982e-04	-5.670764e-04
1.149999999999998e+01	1.150000e+01	8.842866e-01	1.149573e+01	8.842866e-01	-1.150000e-16	1.150000e-18	8.842866e-20	-8.842866e-05	-8.842866e-05	-8.881784e-20	-6.568189e-04	2.402026e-11	2.399566e-11	-8.842869e-05	6.568188e-04	-5.684273e-04
1.159999999999997e+01	1.160000e+01	8.919798e-01	1.159574e+01	8.919798e-01	-1.160000e-16	1.160000e-18	8.919798e-20	-8.919799e-05	-8.919799e-05	-8.881784e-20	-6.589405e-04	2.422030e-11	2.419571e-11	-8.919801e-05	6.589405e-04	-5.697791e-04
1.169999999999997e+01	1.170000e+01	8.996730e-01	1.169575e+01	8.996730e-01	-1.170000e-16	1.170000e-18	8.996730e-20	-8.996730e-05	-8.996730e-05	-8.992806e-20	-6.610632e-04	2.442034e-11	2.439578e-11	-8.996733e-05	6.610632e-04	-5.711320e-04
1.179999999999997e+01	1.180000e+01	9.073662e-01	1.179576e+01	9.073662e-01	-1.180000e-16	1.180000e-18	9.073661e-20	-9.073661e-05	-9.073661e-05	-9.103829e-20	-6.631870e-04	2.462037e-11	2.459583e-11	-9.073664e-05	6.631870e-04	-5.724860e-04
1.189999999999997e+01	1.190000e+01	9.150593e-01	1.189577e+01	9.150593e-01	-1.190000e-16	1.190000e-18	9.150593e-20	-9.150593e-05	-9.150593e-05	-9.103829e-20	-6.653118e-04	2.482041e-11	2.479587e-11	-9.150596e-05	6.653118e-04	-5.738409e-04
1.199999999999997e+01	1.200000e+01	9.227524e-01	1.199578e+01	9.227524e-01	-1.200000e-16	1.200000e-18	9.227524e-20	-9.227524e-05	-9.227524e-05	-9.214851e-20	-6.674376e-04	2.502045e-11	2.499591e-11	-9.227527e-05	6.674376e-04	-5.751969e-04
1.209999999999997e+01	1.210000e+01	9.304455e-01	1.209579e+01	9.304455e-01	-1.210000e-16	1.210000e-18	9.304455e-20	-9.304455e-05	-9.304455e-05	-9.325873e-20	-6.695645e-04	2.522049e-11	2.519597e-11	-9.304457e-05	6.695645e-04	-5.765540e-04
1.219999999999997e+01	1.220000e+01	9.381385e-01	1.219580e+01	9.381385e-01	-1.220000e-16	1.220000e-18	9.381386e-20	-9.381385e-05	-9.381385e-05	-9.325873e-20	-6.716924e-04	2.542053e-11	2.539602e-11	-9.381388e-05	6.716924e-04	-5.779121e-04
1.229999999999997e+01	1.230000e+01	9.458317e-01	1.229581e+01	9.458317e-01	-1.230000e-16	1.230000e-18	9.458317e-20	-9.458316e-05	-9.458316e-05	-9.436896e-20	-6.738213e-04	2.562057e-11	2.559606e-11	-9.458319e-05	6.738213e-04	-5.792712e-04
1.239999999999997e+01	1.240000e+01	9.535246e-01	1.239582e+01	9.535246e-01	-1.240000e-16	1.240000e-18	9.535247e-20	-9.535246e-05	-9.535246e-05	-9.547918e-20	-6.759513e-04	2.582061e-11	2.579611e-11	-9.535249e-05	6.759513e-04	-5.806314e-04
1.249999999999997e+01	1.250000e+01	9.612177e-01	1.249583e+01	9.612177e-01	-1.250000e-16	1.250000e-18	9.612177e-20	-9.612177e-05	-9.612177e-05	-9.658940e-20	-6.780823e-04	2.602065e-11	2.599614e-11	-9.612180e-05	6.780823e-04	-5.819926e-04
1.259999999999997e+01	1.260000e+01	9.689107e-01	1.259584e+01	9.689107e-01	-1.260000e-16	1.260000e-18	9.689107e-20	-9.689108e-05	-9.689108e-05	-9.658940e-20	-6.802144e-04	2.622069e-11	2.619619e-11	-9.689110e-05	6.802144e-04	-5.833548e-04
1.269999999999997e+01	1.270000e+01	9.766037e-01	1.269585e+01	9.766037e-01	-1.270000e-16	1.270000e-18	9.766037e-20	-9.766037e-05	-9.766037e-05	-9.769963e-20	-6.823475e-04	2.642072e-11	2.639624e-11	-9.766040e-05	6.823475e-04	-5.847181e-04
1.279999999999997e+01	1.280000e+01	9.842967e-01	1.279586e+01	9.842967e-01	-1.280000e-16	1.280000e-18	9.842967e-20	-9.842967e-05	-9.842967e-05	-9.880985e-20	-6.844816e-04	2.662076e-11	2.659626e-11	-9.842969e-05	6.844816e-04	-5.860824e-04
1.289999999999997e+01	1.290000e+01	9.919897e-01	1.289587e+01	9.919897e-01	-1.290000e-16	1.290000e-18	9.919897e-20	-9.919897e-05	-9.919897e-05	-9.880985e-20	-6.866168e-04	2.682080e-11	2.679632e-11	-9.919899e-05	6.866167e-04	-5.874478e-04
1.299999999999997e+01	1.300000e+01	9.996826e-01	1.299587e+01	9.996826e-01	-1.300000e-16	1.300000e-18	9.996826e-20	-9.996826e-05	-9.996826e-05	-9.992007e-20	-6.887530e-04	2.702084e-11	2.699635e-11	-9.996829e-05	6.887529e-04	-5.888142e-04
1.309999999999997e+01	1.310000e+01	1.007376e+00	1.309588e+01	1.007376e+00	-1.310000e-16	1.310000e-18	1.007376e-19	-1.007376e-04	-1.007376e-04	-9.992007e-20	-6.908902e-04	2.722088e-11	2.719640e-11	-1.007376e-04	6.908902e-04	-5.901816e-04
1.319999999999997e+01	1.320000e+01	1.015069e+00	1.319589e+01	1.015069e+00	-1.320000e-16	1.320000e-18	1.015068e-19	-1.015068e-04	-1.015068e-04	-1.021405e-19	-6.930284e-04	2.742092e-11	2.739643e-11	-1.015069e-04	6.930284e-04	-5.915501e-04
1.329999999999997e+01	1.330000e+01	1.022761e+00	1.329590e+01	1.022761e+00	-1.330000e-16	1.330000e-18	1.022761e-19	-1.022761e-04	-1.022761e-04	-1.021405e-19	-6.951678e-04	2.762096e-11	2.759646e-11	-1.022762e-04	6.951677e-04	-5.929196e-04
1.339999999999997e+01	1.340000e+01	1.030454e+00	1.339591e+01	1.030454e+00	-1.340000e-16	1.340000e-18	1.030454e-19	-1.030454e-04	-1.030454e-04	-1.021405e-19	-6.973082e-04	2.782100e-11	2.779649e-11	-1.030455e-04	6.973081e-04	-5.942902e-04
1.349999999999997e+01	1.350000e+01	1.038147e+00	1.349591e+01	1.038147e+00	-1.350000e-16	1.350000e-18	1.038147e-19	-1.038147e-04	-1.038147e-04	-1.043610e-19	-6.994495e-04	2.802104e-11	2.799654e-11	-1.038147e-04	6.994495e-04	-5.956618e-04
1.359999999999997e+01	1.360000e+01	1.045840e+00	1.359592e+01	1.045840e+00	-1.360000e-16	1.360000e-18	1.045840e-19	-1.045840e-04	-1.045840e-04	-1.043610e-19	-7.015920e-04	2.822107e-11	2.819657e-11	-1.045840e-04	7.015920e-04	-5.970344e-04
1.369999999999997e+01	1.370000e+01	1.053533e+00	1.369593e+01	1.053533e+00	-1.370000e-16	1.370000e-18	1.053533e-19	-1.053533e-04	-1.053533e-04	-1.043610e-19	-7.037355e-04	2.842111e-11	2.839661e-11	-1.053533e-04	7.037354e-04	-5.984081e-04
1.379999999999997e+01	1.380000e+01	1.061226e+00	1.379593e+01	1.061226e+00	-1.380000e-16	1.380000e-18	1.061226e-19	-1.061226e-04	-1.061226e-04	-1.065814e-19	-7.058799e-04	2.862115e-11	2.859663e-11	-1.061226e-04	7.058799e-04	-5.997829e-04
1.389999999999997e+01	1.390000e+01	1.068919e+00	1.389594e+01	1.068919e+00	-1.390000e-16	1.390000e-18	1.068919e-19	-1.068919e-04	-1.068919e-04	-1.065814e-19	-7.080255e-04	2.882119e-11	2.879666e-11	-1.068919e-04	7.080255e-04	-6.011586e-04
1.399999999999997e+01	1.400000e+01	1.076611e+00	1.399595e+01	1.076611e+00	-1.400000e-16	1.400000e-18	1.076611e-19	-1.076611e-04	-1.076611e-04	-1.065814e-19	-7.101721e-04	2.902123e-11	2.899669e-11	-1.076612e-04	7.101721e-04	-6.025354e-04
1.409999999999997e+01	1.410000e+01	1.084304e+00	1.409595e+01	1.084304e+00	-1.410000e-16	1.410000e-18	1.084304e-19	-1.084304e-04	-1.084304e-04	-1.088019e-19	-7.123197e-04	2.922127e-11	2.919673e-11	-1.084305e-04	7.123197e-04	-6.039133e-04
1.419999999999997e+01	1.420000e+01	1.091997e+00	1.419596e+01	1.091997e+00	-1.420000e-16	1.420000e-18	1.091997e-19	-1.091997e-04	-1.091997e-04	-1.088019e-19	-7.144684e-04	2.942131e-11	2.939677e-11	-1.091997e-04	7.144684e-04	-6.052922e-04
1.429999999999997e+01	1.430000e+01	1.099690e+00	1.429597e+01	1.099690e+00	-1.430000e-16	1.430000e-18	1.099690e-19	-1.099690e-04	-1.099690e-04	-1.088019e-19	-7.166181e-04	2.962135e-11	2.959679e-11	-1.099690e-04	7.166181e-04	-6.066721e-04
