Freq.	V(n001)	V(n002)	V(n003)	V(n004)	I(D1)	I(R1)	I(R2)	I(V1)	I(V4)	Ib(Q1)	Ic(Q1)	Ie(Q1)
8.96150501946598e+003	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19153734902679e+000dB,1.79631142038239e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62423387794635e+001dB,-2.22172316904971e-001°)	(-1.36261519711037e+002dB,-9.03693994061346e+001°)	(-6.04340092526064e+001dB,-1.79988616589896e+002°)	(-1.58933128397597e+001dB,-3.68857961760946e-001°)	(-6.04340092526064e+001dB,-1.79988616589896e+002°)	(-1.58933128396770e+001dB,1.79631196955933e+002°)	(-6.04340092526172e+001dB,1.13834101042579e-002°)	(-1.58933128396771e+001dB,-3.68803044067458e-001°)	(-1.58419693053329e+001dB,1.79633437695870e+002°)
9.99999999999993e+003	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19149380781865e+000dB,1.79588398671272e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62423755695871e+001dB,-2.47917249125272e-001°)	(-1.35309182299919e+002dB,-9.04120873110653e+001°)	(-6.04340065052445e+001dB,-1.79987297566221e+002°)	(-1.58933563809678e+001dB,-4.11601328728226e-001°)	(-6.04340065052445e+001dB,-1.79987297566221e+002°)	(-1.58933563808841e+001dB,1.79588459953047e+002°)	(-6.04340065052476e+001dB,1.27024337794328e-002°)	(-1.58933563808841e+001dB,-4.11540046953160e-001°)	(-1.58420128484298e+001dB,1.79590960358875e+002°)
1.11588399250774e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19143959104340e+000dB,1.79540702564433e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62424213799462e+001dB,-2.76645107224662e-001°)	(-1.34356855564445e+002dB,-9.04597338124412e+001°)	(-6.04340030843168e+001dB,-1.79985825739967e+002°)	(-1.58934105977431e+001dB,-4.59297435567009e-001°)	(-6.04340030843168e+001dB,-1.79985825739967e+002°)	(-1.58934105976580e+001dB,1.79540770947785e+002°)	(-6.04340030843235e+001dB,1.41742600331296e-002°)	(-1.58934105976579e+001dB,-4.59229052215175e-001°)	(-1.58420670675568e+001dB,1.79543561110623e+002°)
1.24519708473502e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19137208141918e+000dB,1.79487479981702e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62424784219484e+001dB,-3.08701369969143e-001°)	(-1.33404542121656e+002dB,-9.05129120250396e+001°)	(-6.04339988247109e+001dB,-1.79984183423680e+002°)	(-1.58934781073673e+001dB,-5.12520018297752e-001°)	(-6.04339988247109e+001dB,-1.79984183423680e+002°)	(-1.58934781072805e+001dB,1.79487556289590e+002°)	(-6.04339988247163e+001dB,1.58165763196929e-002°)	(-1.58934781072805e+001dB,-5.12443710410089e-001°)	(-1.58421345801097e+001dB,1.79490669787638e+002°)
1.38949549437313e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19128802009881e+000dB,1.79428090780948e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62425494490516e+001dB,-3.44471475803417e-001°)	(-1.32452245230668e+002dB,-9.05722616094437e+001°)	(-6.04339935208530e+001dB,-1.79982350887973e+002°)	(-1.58935621686877e+001dB,-5.71909219052452e-001°)	(-6.04339935208530e+001dB,-1.79982350887973e+002°)	(-1.58935621685987e+001dB,1.79428175931698e+002°)	(-6.04339935208602e+001dB,1.76491120275271e-002°)	(-1.58935621685987e+001dB,-5.71824068302105e-001°)	(-1.58422186450767e+001dB,1.79431650234330e+002°)
1.55051577983261e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19118334946211e+000dB,1.79361820749946e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62426378895737e+001dB,-3.84385424031895e-001°)	(-1.31499968948986e+002dB,-9.06384961822716e+001°)	(-6.04339869168006e+001dB,-1.79980306127909e+002°)	(-1.58936668393244e+001dB,-6.38179250054100e-001°)	(-6.04339869168006e+001dB,-1.79980306127909e+002°)	(-1.58936668392328e+001dB,1.79361915768305e+002°)	(-6.04339869168005e+001dB,1.96938720906367e-002°)	(-1.58936668392328e+001dB,-6.38084231694839e-001°)	(-1.58423233202542e+001dB,1.79365792686998e+002°)
1.73019573884588e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19105301741678e+000dB,1.79287873066504e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62427480120125e+001dB,-4.28922897717657e-001°)	(-1.30547718328566e+002dB,-9.07124123095226e+001°)	(-6.04339786939128e+001dB,-1.79978024603507e+002°)	(-1.58937971713697e+001dB,-7.12126933495733e-001°)	(-6.04339786939128e+001dB,-1.79978024603507e+002°)	(-1.58937971712748e+001dB,1.79287979095970e+002°)	(-6.04339786939168e+001dB,2.19753964938848e-002°)	(-1.58937971712748e+001dB,-7.12020904029643e-001°)	(-1.58424536579537e+001dB,1.79292305287480e+002°)
1.93069772888324e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19089073380119e+000dB,1.79205358785938e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62428851308163e+001dB,-4.78618964289929e-001°)	(-1.29595499659929e+002dB,-9.07948984095081e+001°)	(-6.04339684555085e+001dB,-1.79975478951787e+002°)	(-1.58939594549853e+001dB,-7.94641214062439e-001°)	(-6.04339684555085e+001dB,-1.79975478951787e+002°)	(-1.58939594548863e+001dB,1.79205477102522e+002°)	(-6.04339684555069e+001dB,2.45210482135397e-002°)	(-1.58939594548864e+001dB,-7.94522897478498e-001°)	(-1.58426159486098e+001dB,1.79210304630376e+002°)
2.15443469003187e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19068866719268e+000dB,1.79113286249799e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62430558624785e+001dB,-5.34070414602541e-001°)	(-1.28643320774154e+002dB,-9.08869458863915e+001°)	(-6.04339557077806e+001dB,-1.79972638667728e+002°)	(-1.58941615215938e+001dB,-8.86713750200859e-001°)	(-6.04339557077806e+001dB,-1.79972638667728e+002°)	(-1.58941615214897e+001dB,1.79113418277381e+002°)	(-6.04339557077921e+001dB,2.73613322726925e-002°)	(-1.58941615214897e+001dB,-8.86581722618781e-001°)	(-1.58428180239852e+001dB,1.79118805238438e+002°)
2.40409918350995e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19043706758260e+000dB,1.79010549300031e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62432684442209e+001dB,-5.95942805814879e-001°)	(-1.27691191421458e+002dB,-9.09896605721476e+001°)	(-6.04339398360574e+001dB,-1.79969469751387e+002°)	(-1.58944131212039e+001dB,-9.89450699968938e-001°)	(-6.04339398360574e+001dB,-1.79969469751387e+002°)	(-1.58944131210934e+001dB,1.79010696627496e+002°)	(-6.04339398360586e+001dB,3.05302486140751e-002°)	(-1.58944131210935e+001dB,-9.89303372503538e-001°)	(-1.58430696345119e+001dB,1.79016707851108e+002°)
2.68269579527970e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19012379685547e+000dB,1.78895914172841e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62435331305027e+001dB,-6.64978277698417e-001°)	(-1.26739123739716e+002dB,-9.11042759296503e+001°)	(-6.04339200752854e+001dB,-1.79965934318501e+002°)	(-1.58947263919310e+001dB,-1.10408582715918e+000°)	(-6.04339200752854e+001dB,-1.79965934318501e+002°)	(-1.58947263918126e+001dB,1.78896078573201e+002°)	(-6.04339200752879e+001dB,3.40656814986929e-002°)	(-1.58947263918126e+001dB,-1.10392142679887e+000°)	(-1.58433829188321e+001dB,1.78902786401405e+002°)
2.99357729472047e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18973374464519e+000dB,1.78768004936987e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62438626862635e+001dB,-7.42004215399875e-001°)	(-1.25787132839517e+002dB,-9.12321677127800e+001°)	(-6.04338954733400e+001dB,-1.79961990172014e+002°)	(-1.58951164441413e+001dB,-1.23199506301256e+000°)	(-6.04338954733400e+001dB,-1.79961990172014e+002°)	(-1.58951164440130e+001dB,1.78768188388718e+002°)	(-6.04338954733524e+001dB,3.80098279875834e-002°)	(-1.58951164440130e+001dB,-1.23181161128214e+000°)	(-1.58437729879686e+001dB,1.78775673546836e+002°)
3.34048498351322e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18924810173502e+000dB,1.78625287332331e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62442730003490e+001dB,-8.27942833725140e-001°)	(-1.24835237530256e+002dB,-9.13748699010592e+001°)	(-6.04338648454403e+001dB,-1.79957590332361e+002°)	(-1.58956020870515e+001dB,-1.37471266766914e+000°)	(-6.04338648454404e+001dB,-1.79957590332361e+002°)	(-1.58956020869109e+001dB,1.78625492043180e+002°)	(-6.04338648454386e+001dB,4.24096676396384e-002°)	(-1.58956020869109e+001dB,-1.37450795681977e+000°)	(-1.58442586519552e+001dB,1.78633844611307e+002°)
3.72759372031491e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18864345650299e+000dB,1.78466050857290e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62447838481748e+001dB,-9.23821757797573e-001°)	(-1.23883461223026e+002dB,-9.15340928996877e+001°)	(-6.04338267175442e+001dB,-1.79952682524973e+002°)	(-1.58962067322835e+001dB,-1.53394914271007e+000°)	(-6.04338267175442e+001dB,-1.79952682524973e+002°)	(-1.58962067321276e+001dB,1.78466279290850e+002°)	(-6.04338267175409e+001dB,4.73174750264428e-002°)	(-1.58962067321277e+001dB,-1.53372070915016e+000°)	(-1.58448633234316e+001dB,1.78475599787921e+002°)
4.15956216307181e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18789067167970e+000dB,1.78288388949466e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62454198395734e+001dB,-1.03078567128226e+000°)	(-1.22931833055424e+002dB,-9.17117430348977e+001°)	(-6.04337792561038e+001dB,-1.79947208624545e+002°)	(-1.58969595171068e+001dB,-1.71161105053433e+000°)	(-6.04337792561038e+001dB,-1.79947208624545e+002°)	(-1.58969595169318e+001dB,1.78288643854819e+002°)	(-6.04337792560983e+001dB,5.27913754546580e-002°)	(-1.58969595169319e+001dB,-1.71135614518148e+000°)	(-1.58456161409343e+001dB,1.78299044448305e+002°)
4.64158883361274e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18695348857695e+000dB,1.78090177103835e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62462115962350e+001dB,-1.15010909455126e+000°)	(-1.21980389286194e+002dB,-9.19099447140399e+001°)	(-6.04337201809741e+001dB,-1.79941104057278e+002°)	(-1.58978967002096e+001dB,-1.90982289616464e+000°)	(-6.04337201809741e+001dB,-1.79941104057278e+002°)	(-1.58978967000108e+001dB,1.78090461548638e+002°)	(-6.04337201809829e+001dB,5.88959427240826e-002°)	(-1.58978967000109e+001dB,-1.90953845136179e+000°)	(-1.58465533647293e+001dB,1.78102067404425e+002°)
5.17947467923117e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18578679354479e+000dB,1.77869048780048e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62471972134942e+001dB,-1.28321033880794e+000°)	(-1.21029175028703e+002dB,-9.21310643473883e+001°)	(-6.04336466575442e+001dB,-1.79934297164826e+002°)	(-1.58990633952417e+001dB,-2.13095121995234e+000°)	(-6.04336466575442e+001dB,-1.79934297164826e+002°)	(-1.58990633950134e+001dB,1.77869366187450e+002°)	(-6.04336466575571e+001dB,6.57028351780347e-002°)	(-1.58990633950134e+001dB,-2.13063381255008e+000°)	(-1.58477201104314e+001dB,1.77882316976147e+002°)
5.77969288415326e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18433446628327e+000dB,1.77622368967872e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62484240737951e+001dB,-1.43166665497230e+000°)	(-1.20078246403684e+002dB,-9.23777368209745e+001°)	(-6.04335551633158e+001dB,-1.79926708537350e+002°)	(-1.59005157225032e+001dB,-2.37763103212809e+000°)	(-6.04335551633158e+001dB,-1.79926708537350e+002°)	(-1.59005157222381e+001dB,1.77622723157711e+002°)	(-6.04335551633151e+001dB,7.32914626508168e-002°)	(-1.59005157222382e+001dB,-2.37727684228882e+000°)	(-1.58491725007869e+001dB,1.77637174735515e+002°)
6.44946677103757e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18252671126230e+000dB,1.77347205312549e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62499510943772e+001dB,-1.59723055346381e+000°)	(-1.19127673206277e+002dB,-9.26528944016395e+001°)	(-6.04334413231510e+001dB,-1.79918250328440e+002°)	(-1.59023234775242e+001dB,-2.65279468745112e+000°)	(-6.04334413231510e+001dB,-1.79918250328440e+002°)	(-1.59023234772133e+001dB,1.77347600547321e+002°)	(-6.04334413231460e+001dB,8.17496715613710e-002°)	(-1.59023234772134e+001dB,-2.65239945267917e+000°)	(-1.58509803343723e+001dB,1.77363726831667e+002°)
7.19685673001146e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.18027675134979e+000dB,1.77040296756252e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62518515099526e+001dB,-1.78184720660183e+000°)	(-1.18177542213757e+002dB,-9.29597980705489e+001°)	(-6.04332997062577e+001dB,-1.79908825572193e+002°)	(-1.59045734374367e+001dB,-2.95970324374813e+000°)	(-6.04332997062577e+001dB,-1.79908825572193e+002°)	(-1.59045734370687e+001dB,1.77040737792407e+002°)	(-6.04332997062556e+001dB,9.11744278047637e-002°)	(-1.59045734370688e+001dB,-2.95926220759281e+000°)	(-1.58532303921131e+001dB,1.77058732854980e+002°)
8.03085722139144e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.17747673627597e+000dB,1.76698019737142e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62542163127638e+001dB,-1.98767275058331e+000°)	(-1.17227961276526e+002dB,-9.33020713580940e+001°)	(-6.04331235766904e+001dB,-1.79898327533433e+002°)	(-1.59073734525105e+001dB,-3.30198026285847e+000°)	(-6.04331235766904e+001dB,-1.79898327533433e+002°)	(-1.59073734520715e+001dB,1.76698511882327e+002°)	(-6.04331235766915e+001dB,1.01672466568872e-001°)	(-1.59073734520715e+001dB,-3.30148811767264e+000°)	(-1.58560305290024e+001dB,1.76718592284614e+002°)
8.96150501946597e+004	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.17399268730042e+000dB,1.76316352115880e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62571584976633e+001dB,-2.21709316727864e+000°)	(-1.16279064373173e+002dB,-9.36837363396129e+001°)	(-6.04329045877437e+001dB,-1.79886639136773e+002°)	(-1.59108575014861e+001dB,-3.68364788411994e+000°)	(-6.04329045877437e+001dB,-1.79886639136773e+002°)	(-1.59108575009586e+001dB,1.76316901292815e+002°)	(-6.04329045877534e+001dB,1.13360863229357e-001°)	(-1.59108575009586e+001dB,-3.68309870718508e+000°)	(-1.58595147296622e+001dB,1.76339308692313e+002°)
1.00000000000000e+005	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.16965826313450e+000dB,1.75890835187490e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62608182887638e+001dB,-2.47274323187141e+000°)	(-1.15331017844941e+002dB,-9.41092516942341e+001°)	(-6.04326324092058e+001dB,-1.79873632540582e+002°)	(-1.59151919256520e+001dB,-4.10916481250992e+000°)	(-6.04326324092058e+001dB,-1.79873632540582e+002°)	(-1.59151919250143e+001dB,1.75891448005241e+002°)	(-6.04326324092148e+001dB,1.26367459421510e-001°)	(-1.59151919250143e+001dB,-4.10855199475926e+000°)	(-1.58638493427049e+001dB,1.75916452063688e+002°)
