Freq.	V(n001)	V(n002)	V(n003)	V(n004)	I(D1)	I(R1)	I(R2)	I(V1)	I(V4)	Ib(Q1)	Ic(Q1)	Ie(Q1)
1.00000000000000e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991688e+000dB,1.79999995883917e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-2.47923764247288e-006°)	(-2.32982940503416e+002dB,-1.30087130031162e+002°)	(-6.04340204579036e+001dB,-1.79999999872969e+002°)	(-1.58931352588696e+001dB,-4.11608267500697e-006°)	(-6.04340204579036e+001dB,-1.79999999872969e+002°)	(-1.58931352587914e+001dB,1.79999995884530e+002°)	(-6.04340204578985e+001dB,1.27031007780437e-007°)	(-1.58931352587915e+001dB,-4.11546985725630e-006°)	(-1.58417917167396e+001dB,1.79999995909534e+002°)
1.11588399250775e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991688e+000dB,1.79999995406929e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-2.76654159885814e-006°)	(-2.32400501906219e+002dB,-1.27026696262924e+002°)	(-6.04340204579036e+001dB,-1.79999999858248e+002°)	(-1.58931352588696e+001dB,-4.59307076887875e-006°)	(-6.04340204579036e+001dB,-1.79999999858248e+002°)	(-1.58931352587914e+001dB,1.79999995407613e+002°)	(-6.04340204579006e+001dB,1.41751868134899e-007°)	(-1.58931352587915e+001dB,-4.59238693536045e-006°)	(-1.58417917167396e+001dB,1.79999995435515e+002°)
1.24519708473503e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991687e+000dB,1.79999994874666e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-3.08713948477259e-006°)	(-2.31769866341265e+002dB,-1.24056834190750e+002°)	(-6.04340204579036e+001dB,-1.79999999841821e+002°)	(-1.58931352588696e+001dB,-5.12533414744705e-006°)	(-6.04340204579036e+001dB,-1.79999999841821e+002°)	(-1.58931352587915e+001dB,1.79999994875429e+002°)	(-6.04340204579026e+001dB,1.58178640554875e-007°)	(-1.58931352587914e+001dB,-5.12457106857041e-006°)	(-1.58417917167396e+001dB,1.79999994906564e+002°)
1.38949549437314e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991686e+000dB,1.79999994280722e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-3.44488953369635e-006°)	(-2.31094325685082e+002dB,-1.21205610527182e+002°)	(-6.04340204579036e+001dB,-1.79999999823491e+002°)	(-1.58931352588696e+001dB,-5.71927833138951e-006°)	(-6.04340204579036e+001dB,-1.79999999823491e+002°)	(-1.58931352587915e+001dB,1.79999994281573e+002°)	(-6.04340204579056e+001dB,1.76509012957884e-007°)	(-1.58931352587914e+001dB,-5.71842682388607e-006°)	(-1.58417917167396e+001dB,1.79999994316316e+002°)
1.55051577983262e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991685e+000dB,1.79999993617949e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-3.84409708660923e-006°)	(-2.30377800316491e+002dB,-1.18495233180228e+002°)	(-6.04340204579036e+001dB,-1.79999999803036e+002°)	(-1.58931352588696e+001dB,-6.38205113869397e-006°)	(-6.04340204579036e+001dB,-1.79999999803036e+002°)	(-1.58931352587915e+001dB,1.79999993618899e+002°)	(-6.04340204579008e+001dB,1.96963582089823e-007°)	(-1.58931352587915e+001dB,-6.38110095510139e-006°)	(-1.58417917167397e+001dB,1.79999993657668e+002°)
1.73019573884589e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991684e+000dB,1.79999992878371e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319805e+001dB,-4.28956640459290e-006°)	(-2.29624566245598e+002dB,-1.15941693394595e+002°)	(-6.04340204579036e+001dB,-1.79999999780212e+002°)	(-1.58931352588697e+001dB,-7.12162870503444e-006°)	(-6.04340204579036e+001dB,-1.79999999780212e+002°)	(-1.58931352587915e+001dB,1.79999992879432e+002°)	(-6.04340204579054e+001dB,2.19788508356837e-007°)	(-1.58931352587915e+001dB,-7.12056841037348e-006°)	(-1.58417917167397e+001dB,1.79999992922694e+002°)
1.93069772888325e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991682e+000dB,1.79999992053089e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319806e+001dB,-4.78665848568423e-006°)	(-2.28839004115365e+002dB,-1.13554961184764e+002°)	(-6.04340204579036e+001dB,-1.79999999754742e+002°)	(-1.58931352588697e+001dB,-7.94691147253161e-006°)	(-6.04340204579036e+001dB,-1.79999999754742e+002°)	(-1.58931352587915e+001dB,1.79999992054272e+002°)	(-6.04340204579026e+001dB,2.45258478211977e-007°)	(-1.58931352587915e+001dB,-7.94572830669212e-006°)	(-1.58417917167397e+001dB,1.79999992102547e+002°)
2.15443469003188e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991680e+000dB,1.79999991132169e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319806e+001dB,-5.34135558177640e-006°)	(-2.28025392848477e+002dB,-1.11339589085528e+002°)	(-6.04340204579036e+001dB,-1.79999999726320e+002°)	(-1.58931352588697e+001dB,-8.86783130207419e-006°)	(-6.04340204579036e+001dB,-1.79999999726320e+002°)	(-1.58931352587915e+001dB,1.79999991133489e+002°)	(-6.04340204579008e+001dB,2.73680009868009e-007°)	(-1.58931352587915e+001dB,-8.86651102625346e-006°)	(-1.58417917167397e+001dB,1.79999991187359e+002°)
2.40409918350997e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991677e+000dB,1.79999990104529e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319806e+001dB,-5.96033319199618e-006°)	(-2.27187758051542e+002dB,-1.09295558767298e+002°)	(-6.04340204579036e+001dB,-1.79999999694605e+002°)	(-1.58931352588697e+001dB,-9.89547099824372e-006°)	(-6.04340204579036e+001dB,-1.79999999694605e+002°)	(-1.58931352587916e+001dB,1.79999990106002e+002°)	(-6.04340204579011e+001dB,3.05395142083327e-007°)	(-1.58931352587915e+001dB,-9.89399772358967e-006°)	(-1.58417917167397e+001dB,1.79999990166115e+002°)
2.68269579527972e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991674e+000dB,1.79999988957802e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319806e+001dB,-6.65104039896112e-006°)	(-2.26329774779916e+002dB,-1.07419221170463e+002°)	(-6.04340204579036e+001dB,-1.79999999659214e+002°)	(-1.58931352588698e+001dB,-1.10421976852648e-005°)	(-6.04340204579036e+001dB,-1.79999999659214e+002°)	(-1.58931352587916e+001dB,1.79999988959446e+002°)	(-6.04340204579031e+001dB,3.40785550439230e-007°)	(-1.58931352587916e+001dB,-1.10405536816618e-005°)	(-1.58417917167398e+001dB,1.79999989026525e+002°)
2.99357729472049e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991671e+000dB,1.79999987678188e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319807e+001dB,-7.42178951472302e-006°)	(-2.25454717434539e+002dB,-1.05704216837494e+002°)	(-6.04340204579036e+001dB,-1.79999999619723e+002°)	(-1.58931352588698e+001dB,-1.23218116390931e-005°)	(-6.04340204579036e+001dB,-1.79999999619723e+002°)	(-1.58931352587916e+001dB,1.79999987680023e+002°)	(-6.04340204578996e+001dB,3.80277140611772e-007°)	(-1.58931352587916e+001dB,-1.23199771217888e-005°)	(-1.58417917167398e+001dB,1.79999987754874e+002°)
3.34048498351324e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991666e+000dB,1.79999986250288e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319807e+001dB,-8.28185611524123e-006°)	(-2.24565446398045e+002dB,-1.04142304022210e+002°)	(-6.04340204579036e+001dB,-1.79999999575655e+002°)	(-1.58931352588698e+001dB,-1.37497123667596e-005°)	(-6.04340204579036e+001dB,-1.79999999575655e+002°)	(-1.58931352587917e+001dB,1.79999986252335e+002°)	(-6.04340204578985e+001dB,4.24345173929995e-007°)	(-1.58931352587917e+001dB,-1.37476652582658e-005°)	(-1.58417917167398e+001dB,1.79999986335860e+002°)
3.72759372031494e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991660e+000dB,1.79999984656916e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319807e+001dB,-9.24159066725002e-006°)	(-2.23664420601482e+002dB,-1.02724058067503e+002°)	(-6.04340204579036e+001dB,-1.79999999526480e+002°)	(-1.58931352588699e+001dB,-1.53430839316528e-005°)	(-6.04340204579036e+001dB,-1.79999999526480e+002°)	(-1.58931352587917e+001dB,1.79999984659200e+002°)	(-6.04340204579026e+001dB,4.73519986880003e-007°)	(-1.58931352587917e+001dB,-1.53407995960536e-005°)	(-1.58417917167399e+001dB,1.79999984752405e+002°)
4.15956216307184e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991652e+000dB,1.79999982878898e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319808e+001dB,-1.03125430908932e-005°)	(-2.22753726483561e+002dB,-1.01439432261622e+002°)	(-6.04340204579036e+001dB,-1.79999999471607e+002°)	(-1.58931352588700e+001dB,-1.71211017550341e-005°)	(-6.04340204579036e+001dB,-1.79999999471607e+002°)	(-1.58931352587918e+001dB,1.79999982881447e+002°)	(-6.04340204579031e+001dB,5.28393373492766e-007°)	(-1.58931352587918e+001dB,-1.71185527015054e-005°)	(-1.58417917167400e+001dB,1.79999982985453e+002°)
4.64158883361277e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991643e+000dB,1.79999980894837e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319809e+001dB,-1.15076017571740e-005°)	(-2.21835115779317e+002dB,-1.00278187429118e+002°)	(-6.04340204579036e+001dB,-1.79999999410374e+002°)	(-1.58931352588701e+001dB,-1.91051633825387e-005°)	(-6.04340204579036e+001dB,-1.79999999410374e+002°)	(-1.58931352587919e+001dB,1.79999980897681e+002°)	(-6.04340204579008e+001dB,5.89625707243023e-007°)	(-1.58931352587919e+001dB,-1.91023189345102e-005°)	(-1.58417917167401e+001dB,1.79999981013740e+002°)
5.17947467923121e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991631e+000dB,1.79999978680854e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319810e+001dB,-1.28411485929843e-005°)	(-2.20910046646384e+002dB,-9.92302066123042e+001°)	(-6.04340204579036e+001dB,-1.79999999342046e+002°)	(-1.58931352588702e+001dB,-2.13191459928199e-005°)	(-6.04340204579036e+001dB,-1.79999999342046e+002°)	(-1.58931352587920e+001dB,1.79999978684028e+002°)	(-6.04340204578983e+001dB,6.57953888277636e-007°)	(-1.58931352587920e+001dB,-2.13159719187974e-005°)	(-1.58417917167402e+001dB,1.79999978813536e+002°)
5.77969288415331e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991616e+000dB,1.79999976210306e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319811e+001dB,-1.43292321603243e-005°)	(-2.19979724465456e+002dB,-9.82857146460072e+001°)	(-6.04340204579036e+001dB,-1.79999999265800e+002°)	(-1.58931352588703e+001dB,-2.37896937473232e-005°)	(-6.04340204579036e+001dB,-1.79999999265800e+002°)	(-1.58931352587922e+001dB,1.79999976213848e+002°)	(-6.04340204579059e+001dB,7.34200211730093e-007°)	(-1.58931352587921e+001dB,-2.37861518489302e-005°)	(-1.58417917167403e+001dB,1.79999976358364e+002°)
6.44946677103762e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991598e+000dB,1.79999973453462e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319813e+001dB,-1.59897607926328e-005°)	(-2.19045140076824e+002dB,-9.74354223199439e+001°)	(-6.04340204579036e+001dB,-1.79999999180718e+002°)	(-1.58931352588705e+001dB,-2.65465384392993e-005°)	(-6.04340204579036e+001dB,-1.79999999180718e+002°)	(-1.58931352587923e+001dB,1.79999973457414e+002°)	(-6.04340204579001e+001dB,8.19282263555775e-007°)	(-1.58931352587923e+001dB,-2.65425860915795e-005°)	(-1.58417917167405e+001dB,1.79999973618677e+002°)
7.19685673001151e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991576e+000dB,1.79999970377143e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319815e+001dB,-1.78427181125265e-005°)	(-2.18107104279587e+002dB,-9.66706128553682e+001°)	(-6.04340204579036e+001dB,-1.79999999085776e+002°)	(-1.58931352588707e+001dB,-2.96228573009051e-005°)	(-6.04340204579036e+001dB,-1.79999999085776e+002°)	(-1.58931352587926e+001dB,1.79999970381553e+002°)	(-6.04340204579003e+001dB,9.14223963273927e-007°)	(-1.58931352587926e+001dB,-2.96184469393520e-005°)	(-1.58417917167408e+001dB,1.79999970561504e+002°)
8.03085722139150e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991548e+000dB,1.79999966944328e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319817e+001dB,-1.99104035245957e-005°)	(-2.17166278121666e+002dB,-9.59831856340231e+001°)	(-6.04340204579035e+001dB,-1.79999998979832e+002°)	(-1.58931352588710e+001dB,-3.30556722744206e-005°)	(-6.04340204579035e+001dB,-1.79999998979832e+002°)	(-1.58931352587928e+001dB,1.79999966949249e+002°)	(-6.04340204579031e+001dB,1.02016788616945e-006°)	(-1.58931352587928e+001dB,-3.30507508225622e-005°)	(-1.58417917167410e+001dB,1.79999967150053e+002°)
8.96150501946603e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991513e+000dB,1.79999963113704e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319820e+001dB,-2.22177005774653e-005°)	(-2.16223198969380e+002dB,-9.53656692336879e+001°)	(-6.04340204579035e+001dB,-1.79999998861611e+002°)	(-1.58931352588714e+001dB,-3.68862955526072e-005°)	(-6.04340204579035e+001dB,-1.79999998861611e+002°)	(-1.58931352587932e+001dB,1.79999963119196e+002°)	(-6.04340204579023e+001dB,1.13838901385379e-006°)	(-1.58931352587932e+001dB,-3.68808037832585e-005°)	(-1.58417917167414e+001dB,1.79999963343270e+002°)
9.99999999999998e-001	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991469e+000dB,1.79999958839173e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319824e+001dB,-2.47923764247224e-005°)	(-2.15278302611151e+002dB,-9.48112131681339e+001°)	(-6.04340204579035e+001dB,-1.79999998729690e+002°)	(-1.58931352588718e+001dB,-4.11608267500627e-005°)	(-6.04340204579035e+001dB,-1.79999998729690e+002°)	(-1.58931352587936e+001dB,1.79999958845301e+002°)	(-6.04340204578991e+001dB,1.27031007781680e-006°)	(-1.58931352587936e+001dB,-4.11546985725562e-005°)	(-1.58417917167418e+001dB,1.79999959095342e+002°)
1.11588399250775e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991415e+000dB,1.79999954069292e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319828e+001dB,-2.76654159885724e-005°)	(-2.14331941782540e+002dB,-9.43135654588944e+001°)	(-6.04340204579034e+001dB,-1.79999998582481e+002°)	(-1.58931352588723e+001dB,-4.59307076887779e-005°)	(-6.04340204579034e+001dB,-1.79999998582481e+002°)	(-1.58931352587942e+001dB,1.79999954076131e+002°)	(-6.04340204579051e+001dB,1.41751868130470e-006°)	(-1.58931352587941e+001dB,-4.59238693535945e-005°)	(-1.58417917167424e+001dB,1.79999954355147e+002°)
1.24519708473503e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991348e+000dB,1.79999948746659e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319834e+001dB,-3.08713948477134e-005°)	(-2.13384401554779e+002dB,-9.38670413218777e+001°)	(-6.04340204579034e+001dB,-1.79999998418214e+002°)	(-1.58931352588730e+001dB,-5.12533414744572e-005°)	(-6.04340204579034e+001dB,-1.79999998418214e+002°)	(-1.58931352587948e+001dB,1.79999948754289e+002°)	(-6.04340204578978e+001dB,1.58178640556760e-006°)	(-1.58931352587949e+001dB,-5.12457106856910e-005°)	(-1.58417917167430e+001dB,1.79999949065639e+002°)
1.38949549437314e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991263e+000dB,1.79999942807217e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319841e+001dB,-3.44488953369461e-005°)	(-2.12435912029354e+002dB,-9.34664867978194e+001°)	(-6.04340204579033e+001dB,-1.79999998234910e+002°)	(-1.58931352588739e+001dB,-5.71927833138765e-005°)	(-6.04340204579033e+001dB,-1.79999998234910e+002°)	(-1.58931352587957e+001dB,1.79999942815732e+002°)	(-6.04340204579049e+001dB,1.76509012952926e-006°)	(-1.58931352587957e+001dB,-5.71842682388419e-005°)	(-1.58417917167439e+001dB,1.79999943163162e+002°)
1.55051577983262e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991159e+000dB,1.79999936179489e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319850e+001dB,-3.84409708660682e-005°)	(-2.11486658753036e+002dB,-9.31072400405524e+001°)	(-6.04340204579033e+001dB,-1.79999998030364e+002°)	(-1.58931352588749e+001dB,-6.38205113869140e-005°)	(-6.04340204579033e+001dB,-1.79999998030364e+002°)	(-1.58931352587967e+001dB,1.79999936188990e+002°)	(-6.04340204578973e+001dB,1.96963582089503e-006°)	(-1.58931352587968e+001dB,-6.38110095509882e-005°)	(-1.58417917167449e+001dB,1.79999936576682e+002°)
1.73019573884589e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492991029e+000dB,1.79999928783713e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319861e+001dB,-4.28956640458956e-005°)	(-2.10536791224443e+002dB,-9.27850921390243e+001°)	(-6.04340204579032e+001dB,-1.79999997802115e+002°)	(-1.58931352588762e+001dB,-7.12162870503088e-005°)	(-6.04340204579032e+001dB,-1.79999997802115e+002°)	(-1.58931352587980e+001dB,1.79999928794316e+002°)	(-6.04340204579001e+001dB,2.19788508360608e-006°)	(-1.58931352587980e+001dB,-7.12056841036996e-005°)	(-1.58417917167462e+001dB,1.79999929226935e+002°)
1.93069772888325e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492990866e+000dB,1.79999920530885e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319875e+001dB,-4.78665848567958e-005°)	(-2.09586429820622e+002dB,-9.24962487320396e+001°)	(-6.04340204579031e+001dB,-1.79999997547415e+002°)	(-1.58931352588778e+001dB,-7.94691147252665e-005°)	(-6.04340204579031e+001dB,-1.79999997547415e+002°)	(-1.58931352587997e+001dB,1.79999920542717e+002°)	(-6.04340204579023e+001dB,2.45258478220818e-006°)	(-1.58931352587997e+001dB,-7.94572830668721e-005°)	(-1.58417917167478e+001dB,1.79999921025470e+002°)
2.15443469003188e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492990664e+000dB,1.79999911321687e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319892e+001dB,-5.34135558176994e-005°)	(-2.08635671419005e+002dB,-9.22372932225876e+001°)	(-6.04340204579030e+001dB,-1.79999997263200e+002°)	(-1.58931352588799e+001dB,-8.86783130206730e-005°)	(-6.04340204579030e+001dB,-1.79999997263200e+002°)	(-1.58931352588017e+001dB,1.79999911334890e+002°)	(-6.04340204579034e+001dB,2.73680009864780e-006°)	(-1.58931352588017e+001dB,-8.86651102624653e-005°)	(-1.58417917167499e+001dB,1.79999911873586e+002°)
2.40409918350997e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492990412e+000dB,1.79999901045290e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319913e+001dB,-5.96033319198720e-005°)	(-2.07684593952853e+002dB,-9.20051520791296e+001°)	(-6.04340204579028e+001dB,-1.79999996946049e+002°)	(-1.58931352588824e+001dB,-9.89547099823415e-005°)	(-6.04340204579028e+001dB,-1.79999996946049e+002°)	(-1.58931352588042e+001dB,1.79999901060023e+002°)	(-6.04340204578973e+001dB,3.05395142085744e-006°)	(-1.58931352588042e+001dB,-9.89399772358015e-005°)	(-1.58417917167524e+001dB,1.79999901661145e+002°)
2.68269579527972e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492990098e+000dB,1.79999889578023e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319939e+001dB,-6.65104039894865e-005°)	(-2.06733260095184e+002dB,-9.17970624830588e+001°)	(-6.04340204579026e+001dB,-1.79999996592145e+002°)	(-1.58931352588855e+001dB,-1.10421976852515e-004°)	(-6.04340204579026e+001dB,-1.79999996592145e+002°)	(-1.58931352588073e+001dB,1.79999889594463e+002°)	(-6.04340204578970e+001dB,3.40785550436440e-006°)	(-1.58931352588074e+001dB,-1.10405536816485e-004°)	(-1.58417917167555e+001dB,1.79999890265246e+002°)
2.99357729472048e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492989708e+000dB,1.79999876781884e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887319972e+001dB,-7.42178951470571e-005°)	(-2.05781720232454e+002dB,-9.16105424253712e+001°)	(-6.04340204579024e+001dB,-1.79999996197229e+002°)	(-1.58931352588894e+001dB,-1.23218116390746e-004°)	(-6.04340204579024e+001dB,-1.79999996197229e+002°)	(-1.58931352588112e+001dB,1.79999876800229e+002°)	(-6.04340204579041e+001dB,3.80277140606072e-006°)	(-1.58931352588112e+001dB,-1.23199771217703e-004°)	(-1.58417917167594e+001dB,1.79999877548745e+002°)
3.34048498351324e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492989222e+000dB,1.79999862502876e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320013e+001dB,-8.28185611521717e-005°)	(-2.04830014864918e+002dB,-9.14433632508553e+001°)	(-6.04340204579021e+001dB,-1.79999995756548e+002°)	(-1.58931352588943e+001dB,-1.37497123667339e-004°)	(-6.04340204579021e+001dB,-1.79999995756548e+002°)	(-1.58931352588161e+001dB,1.79999862523347e+002°)	(-6.04340204578983e+001dB,4.24345173931656e-006°)	(-1.58931352588161e+001dB,-1.37476652582402e-004°)	(-1.58417917167643e+001dB,1.79999863358604e+002°)
3.72759372031493e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492988618e+000dB,1.79999846569161e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320065e+001dB,-9.24159066721660e-005°)	(-2.03878176541568e+002dB,-9.12935245778692e+001°)	(-6.04340204579017e+001dB,-1.79999995264800e+002°)	(-1.58931352589003e+001dB,-1.53430839316171e-004°)	(-6.04340204579017e+001dB,-1.79999995264800e+002°)	(-1.58931352588221e+001dB,1.79999846592004e+002°)	(-6.04340204578995e+001dB,4.73519986887489e-006°)	(-1.58931352588221e+001dB,-1.53407995960181e-004°)	(-1.58417917167703e+001dB,1.79999847524054e+002°)
4.15956216307184e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492987864e+000dB,1.79999828788982e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320128e+001dB,-1.03125430908468e-004°)	(-2.02926230453212e+002dB,-9.11595451229164e+001°)	(-6.04340204579012e+001dB,-1.79999994716066e+002°)	(-1.58931352589079e+001dB,-1.71211017549846e-004°)	(-6.04340204579012e+001dB,-1.79999994716066e+002°)	(-1.58931352588297e+001dB,1.79999828814473e+002°)	(-6.04340204578978e+001dB,5.28393373486542e-006°)	(-1.58931352588297e+001dB,-1.71185527014560e-004°)	(-1.58417917167779e+001dB,1.79999829854532e+002°)
4.64158883361277e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492986926e+000dB,1.79999808948366e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320207e+001dB,-1.15076017571095e-004°)	(-2.01974199728079e+002dB,-9.10391548783904e+001°)	(-6.04340204579006e+001dB,-1.79999994103743e+002°)	(-1.58931352589172e+001dB,-1.91051633824700e-004°)	(-6.04340204579006e+001dB,-1.79999994103743e+002°)	(-1.58931352588391e+001dB,1.79999808976811e+002°)	(-6.04340204578975e+001dB,5.89625707232195e-006°)	(-1.58931352588391e+001dB,-1.91023189344414e-004°)	(-1.58417917167872e+001dB,1.79999810137396e+002°)
5.17947467923120e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492985758e+000dB,1.79999786808540e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320306e+001dB,-1.28411485928947e-004°)	(-2.01022100058597e+002dB,-9.09312592716482e+001°)	(-6.04340204578999e+001dB,-1.79999993420461e+002°)	(-1.58931352589289e+001dB,-2.13191459927244e-004°)	(-6.04340204578999e+001dB,-1.79999993420461e+002°)	(-1.58931352588507e+001dB,1.79999786840281e+002°)	(-6.04340204578929e+001dB,6.57953888247894e-006°)	(-1.58931352588508e+001dB,-2.13159719187018e-004°)	(-1.58417917167989e+001dB,1.79999788135360e+002°)
5.77969288415330e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492984304e+000dB,1.79999762103063e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320429e+001dB,-1.43292321601998e-004°)	(-2.00069945013528e+002dB,-9.08345629345694e+001°)	(-6.04340204578990e+001dB,-1.79999992657998e+002°)	(-1.58931352589435e+001dB,-2.37896937471905e-004°)	(-6.04340204578990e+001dB,-1.79999992657998e+002°)	(-1.58931352588653e+001dB,1.79999762138482e+002°)	(-6.04340204578891e+001dB,7.34200211694079e-006°)	(-1.58931352588653e+001dB,-2.37861518487976e-004°)	(-1.58417917168135e+001dB,1.79999763583639e+002°)
6.44946677103761e+000	(-1.#INF0000000000e+000dB,0.00000000000000e+000°)	(3.19171492982493e+000dB,1.79999734534616e+002°)	(0.00000000000000e+000dB,0.00000000000000e+000°)	(-2.62421887320582e+001dB,-1.59897607924598e-004°)	(-1.99117745492817e+002dB,-9.07479044077816e+001°)	(-6.04340204578978e+001dB,-1.79999991807177e+002°)	(-1.58931352589616e+001dB,-2.65465384391149e-004°)	(-6.04340204578978e+001dB,-1.79999991807177e+002°)	(-1.58931352588834e+001dB,1.79999734574139e+002°)	(-6.04340204578964e+001dB,8.19282263549058e-006°)	(-1.58931352588834e+001dB,-2.65425860913952e-004°)	(-1.58417917168316e+001dB,1.79999736186768e+002°)
